"","iter","types","value","split","site"
"306",9,"Eucalyptus diversicolor",0.548854718889509,"train","Sutton"
"307",9,"Non-euc",0.78033447265625,"train","Sutton"
"308",10,"Corymbia calophylla",0.689633456143466,"train","Sutton"
"309",10,"Eucalyptus diversicolor",0.538718087332589,"train","Sutton"
"310",10,"Non-euc",0.78271484375,"train","Sutton"
"311",11,"Corymbia calophylla",0.699197480172822,"train","Sutton"
"312",11,"Eucalyptus diversicolor",0.534537615094866,"train","Sutton"
"313",11,"Non-euc",0.761094037224265,"train","Sutton"
"314",12,"Corymbia calophylla",0.706433845288826,"train","Sutton"
"315",12,"Eucalyptus diversicolor",0.544384329659598,"train","Sutton"
"316",12,"Non-euc",0.817763384650735,"train","Sutton"
"317",13,"Corymbia calophylla",0.711252848307292,"train","Sutton"
"318",13,"Eucalyptus diversicolor",0.539865548270089,"train","Sutton"
"319",13,"Non-euc",0.793076459099265,"train","Sutton"
"320",14,"Corymbia calophylla",0.715349601976799,"train","Sutton"
"321",14,"Eucalyptus diversicolor",0.543058558872768,"train","Sutton"
"322",14,"Non-euc",0.785547593060662,"train","Sutton"
"323",15,"Corymbia calophylla",0.699054140033144,"train","Sutton"
"324",15,"Eucalyptus diversicolor",0.547154889787946,"train","Sutton"
"325",15,"Non-euc",0.805477366727941,"train","Sutton"
"326",16,"Corymbia calophylla",0.720873283617424,"train","Sutton"
"327",16,"Eucalyptus diversicolor",0.546802193777902,"train","Sutton"
"328",16,"Non-euc",0.776517980238971,"train","Sutton"
"329",17,"Corymbia calophylla",0.721703731652462,"train","Sutton"
"330",17,"Eucalyptus diversicolor",0.546126011439732,"train","Sutton"
"331",17,"Non-euc",0.772916906020221,"train","Sutton"
"332",18,"Corymbia calophylla",0.691767837062026,"train","Sutton"
"333",18,"Eucalyptus diversicolor",0.535038539341518,"train","Sutton"
"334",18,"Non-euc",0.771656709558823,"train","Sutton"
"335",19,"Corymbia calophylla",0.712428237452651,"train","Sutton"
"336",19,"Eucalyptus diversicolor",0.549388776506696,"train","Sutton"
"337",19,"Non-euc",0.802967744715073,"train","Sutton"
"338",20,"Corymbia calophylla",0.715511437618371,"train","Sutton"
"339",20,"Eucalyptus diversicolor",0.540387834821429,"train","Sutton"
"340",20,"Non-euc",0.804579790900735,"train","Sutton"
"341",1,"Corymbia calophylla",0.84229736328125,"test","Sutton"
"342",1,"Eucalyptus diversicolor",0.532110595703125,"test","Sutton"
"343",1,"Non-euc",0.765155029296875,"test","Sutton"
"344",2,"Corymbia calophylla",0.866131591796875,"test","Sutton"
"345",2,"Eucalyptus diversicolor",0.40968017578125,"test","Sutton"
"346",2,"Non-euc",0.76241455078125,"test","Sutton"
"347",3,"Corymbia calophylla",0.91124267578125,"test","Sutton"
"348",3,"Eucalyptus diversicolor",0.390509033203125,"test","Sutton"
"349",3,"Non-euc",0.7085693359375,"test","Sutton"
"350",4,"Corymbia calophylla",0.877020263671875,"test","Sutton"
"351",4,"Eucalyptus diversicolor",0.54034423828125,"test","Sutton"
"352",4,"Non-euc",0.685986328125,"test","Sutton"
"353",5,"Corymbia calophylla",0.8948974609375,"test","Sutton"
"354",5,"Eucalyptus diversicolor",0.45418701171875,"test","Sutton"
"355",5,"Non-euc",0.67457275390625,"test","Sutton"
"356",6,"Corymbia calophylla",0.85369873046875,"test","Sutton"
"357",6,"Eucalyptus diversicolor",0.5218994140625,"test","Sutton"
"358",6,"Non-euc",0.793798828125,"test","Sutton"
"359",7,"Corymbia calophylla",0.877410888671875,"test","Sutton"
"360",7,"Eucalyptus diversicolor",0.418896484375,"test","Sutton"
"361",7,"Non-euc",0.87696533203125,"test","Sutton"
"362",8,"Corymbia calophylla",0.78892822265625,"test","Sutton"
"363",8,"Eucalyptus diversicolor",0.525518798828125,"test","Sutton"
"364",8,"Non-euc",0.81378173828125,"test","Sutton"
"365",9,"Corymbia calophylla",0.862158203125,"test","Sutton"
"366",9,"Eucalyptus diversicolor",0.504559326171875,"test","Sutton"
"367",9,"Non-euc",0.7220458984375,"test","Sutton"
"368",10,"Corymbia calophylla",0.898944091796875,"test","Sutton"
"369",10,"Eucalyptus diversicolor",0.6324951171875,"test","Sutton"
"370",10,"Non-euc",0.844635009765625,"test","Sutton"
"371",11,"Corymbia calophylla",0.88946533203125,"test","Sutton"
"372",11,"Eucalyptus diversicolor",0.65809326171875,"test","Sutton"
"373",11,"Non-euc",0.846783447265625,"test","Sutton"
"374",12,"Corymbia calophylla",0.919140625,"test","Sutton"
"375",12,"Eucalyptus diversicolor",0.5474853515625,"test","Sutton"
"376",12,"Non-euc",0.71572265625,"test","Sutton"
"377",13,"Corymbia calophylla",0.747662353515625,"test","Sutton"
"378",13,"Eucalyptus diversicolor",0.533660888671875,"test","Sutton"
"379",13,"Non-euc",0.802734375,"test","Sutton"
"380",14,"Corymbia calophylla",0.828851318359375,"test","Sutton"
"381",14,"Eucalyptus diversicolor",0.46751708984375,"test","Sutton"
"382",14,"Non-euc",0.810028076171875,"test","Sutton"
"383",15,"Corymbia calophylla",0.887261962890625,"test","Sutton"
"384",15,"Eucalyptus diversicolor",0.587457275390625,"test","Sutton"
"385",15,"Non-euc",0.811798095703125,"test","Sutton"
"386",16,"Corymbia calophylla",0.8987548828125,"test","Sutton"
"387",16,"Eucalyptus diversicolor",0.498687744140625,"test","Sutton"
"388",16,"Non-euc",0.874444580078125,"test","Sutton"
"389",17,"Corymbia calophylla",0.810736083984375,"test","Sutton"
"390",17,"Eucalyptus diversicolor",0.5173828125,"test","Sutton"
"391",17,"Non-euc",0.879296875,"test","Sutton"
"392",18,"Corymbia calophylla",0.9316650390625,"test","Sutton"
"393",18,"Eucalyptus diversicolor",0.604248046875,"test","Sutton"
"394",18,"Non-euc",0.848260498046875,"test","Sutton"
"395",19,"Corymbia calophylla",0.828369140625,"test","Sutton"
"396",19,"Eucalyptus diversicolor",0.49947509765625,"test","Sutton"
"397",19,"Non-euc",0.802911376953125,"test","Sutton"
"398",20,"Corymbia calophylla",0.877557373046875,"test","Sutton"
"399",20,"Eucalyptus diversicolor",0.5739501953125,"test","Sutton"
"400",20,"Non-euc",0.812591552734375,"test","Sutton"
