"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","species_from","species_to","class_from","class_to","sig","region","region2"
"474","Non-euc Co/dominant","Eucalyptus obliqua Intermediate",-0.237174478563032,-0.467636542717721,-0.00671241440834261,-0.240532619691714,-0.233816337434349,"Potential 1","Supersite",0.460924128309378,"Non-euc","Eucalyptus obliqua","Co/dominant","Intermediate",1,"S_TAS","TAS"
"475","Non-euc Intermediate","Eucalyptus obliqua Intermediate",0.0550827006251664,-0.0807723579871408,0.190937759237474,0.0511167569327261,0.0590486443176067,"Potential 1","Supersite",0.271710117224614,"Non-euc","Eucalyptus obliqua","Intermediate","Intermediate",NA,"S_TAS","TAS"
"476","Non-euc Suppressed","Eucalyptus obliqua Intermediate",0.0197079608672246,-0.121475833996994,0.160891755731443,0.0156146245762391,0.02380129715821,"Potential 1","Supersite",0.282367589728437,"Non-euc","Eucalyptus obliqua","Suppressed","Intermediate",NA,"S_TAS","TAS"
"477","Non-euc Co/dominant","Non-euc Co/dominant",0.229561574224866,-0.0352536160769933,0.494376764526725,0.221378191492309,0.237744956957423,"Potential 1","Supersite",0.529630380603718,"Non-euc","Non-euc","Co/dominant","Co/dominant",NA,"S_TAS","TAS"
"478","Non-euc Intermediate","Non-euc Co/dominant",-0.0453922311502975,-0.153302671687722,0.0625182093871269,-0.0488772915115404,-0.0419071707890547,"Potential 1","Supersite",0.215820881074849,"Non-euc","Non-euc","Intermediate","Co/dominant",NA,"S_TAS","TAS"
"479","Non-euc Suppressed","Non-euc Co/dominant",0.059293232081723,-0.0356195098545644,0.15420597401801,0.0548096748463506,0.0637767893170954,"Potential 1","Supersite",0.189825483872575,"Non-euc","Non-euc","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"480","Non-euc Intermediate","Non-euc Intermediate",0.218317012008408,0.0975310534066575,0.339102970610158,0.209238442020981,0.227395581995835,"Potential 1","Supersite",0.2415719172035,"Non-euc","Non-euc","Intermediate","Intermediate",1,"S_TAS","TAS"
"481","Non-euc Suppressed","Non-euc Intermediate",0.0376771912573917,-0.0304866248483365,0.10584100736312,0.033249521015658,0.0421048614991255,"Potential 1","Supersite",0.136327632211456,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"S_TAS","TAS"
"482","Non-euc Suppressed","Non-euc Suppressed",0.294910539703543,0.193933962120265,0.39588711728682,0.284442878615808,0.305378200791277,"Potential 1","Supersite",0.201953155166555,"Non-euc","Non-euc","Suppressed","Suppressed",1,"S_TAS","TAS"
"483","Eucalyptus delegatensis Co/dominant","Eucalyptus delegatensis Co/dominant",-0.140051281397048,-0.459701006623312,0.179598443829216,-0.145664234465626,-0.13443832832847,"Potential 1","Mackenzie",0.639299450452528,"Eucalyptus delegatensis","Eucalyptus delegatensis","Co/dominant","Co/dominant",NA,"N_TAS","TAS"
"484","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Co/dominant",0.0591573823802765,-0.190497244318396,0.308812009078949,0.0549584552232721,0.0633563095372809,"Potential 1","Mackenzie",0.499309253397344,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"N_TAS","TAS"
"485","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Co/dominant",0.0982409463485189,-0.0405753247273473,0.237057217424385,0.0949131059362834,0.101568786760754,"Potential 1","Mackenzie",0.277632542151732,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"N_TAS","TAS"
"486","Non-euc Intermediate","Eucalyptus delegatensis Co/dominant",0.0536780495906051,-0.303647478411488,0.411003577592699,0.0479631831734655,0.0593929160077448,"Potential 1","Mackenzie",0.714651056004187,"Non-euc","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"N_TAS","TAS"
"487","Non-euc Suppressed","Eucalyptus delegatensis Co/dominant",0.0714240197654188,-0.0261484061374053,0.168996445668243,0.0683942040348257,0.0744538354960119,"Potential 1","Mackenzie",0.195144851805648,"Non-euc","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"N_TAS","TAS"
"488","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Intermediate",-0.249663803594791,-0.630579198549867,0.131251591360285,-0.256513547818238,-0.242814059371343,"Potential 1","Mackenzie",0.761830789910152,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"N_TAS","TAS"
"489","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Intermediate",-0.0189044836297764,-0.135987012947138,0.0981780456875855,-0.0214775322659832,-0.0163314349935696,"Potential 1","Mackenzie",0.234165058634724,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"N_TAS","TAS"
"490","Non-euc Intermediate","Eucalyptus delegatensis Intermediate",-0.354975941406518,-0.763802474575785,0.0538505917627495,-0.360836461299671,-0.349115421513364,"Potential 1","Mackenzie",0.817653066338534,"Non-euc","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"N_TAS","TAS"
"491","Non-euc Suppressed","Eucalyptus delegatensis Intermediate",-0.0222328579035591,-0.124269766835176,0.0798040510280579,-0.0251177595637578,-0.0193479562433604,"Potential 1","Mackenzie",0.204073817863234,"Non-euc","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"N_TAS","TAS"
"492","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Suppressed",0.205681959636769,0.0560908049247692,0.355273114348769,0.196747948316906,0.214615970956632,"Potential 1","Mackenzie",0.299182309424,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Suppressed",1,"N_TAS","TAS"
"493","Non-euc Intermediate","Eucalyptus delegatensis Suppressed",-0.063754003404832,-0.229084894452003,0.101576887642339,-0.0668312082510983,-0.0606767985585658,"Potential 1","Mackenzie",0.330661782094342,"Non-euc","Eucalyptus delegatensis","Intermediate","Suppressed",NA,"N_TAS","TAS"
"494","Non-euc Suppressed","Eucalyptus delegatensis Suppressed",-0.0777829488689417,-0.133428385404161,-0.0221375123337225,-0.0805512008258796,-0.0750146969120037,"Potential 1","Mackenzie",0.111290873070438,"Non-euc","Eucalyptus delegatensis","Suppressed","Suppressed",1,"N_TAS","TAS"
"495","Non-euc Intermediate","Non-euc Intermediate",-0.244380323535216,-1.03755349818122,0.548792851110785,-0.253923482463745,-0.234837164606687,"Potential 1","Mackenzie",1.586346349292,"Non-euc","Non-euc","Intermediate","Intermediate",NA,"N_TAS","TAS"
"496","Non-euc Suppressed","Non-euc Intermediate",0.0435250705054896,-0.0912008224933805,0.17825096350436,0.0398409115731532,0.0472092294378259,"Potential 1","Mackenzie",0.26945178599774,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"N_TAS","TAS"
"497","Non-euc Suppressed","Non-euc Suppressed",0.275620589758371,0.170640762135334,0.380600417381408,0.264131048108618,0.287110131408124,"Potential 1","Mackenzie",0.209959655246074,"Non-euc","Non-euc","Suppressed","Suppressed",1,"N_TAS","TAS"
"498","Eucalyptus dalrympleana Suppressed","Eucalyptus dalrympleana Suppressed",0.174463135125042,-0.0174744755791616,0.366400745829245,0.168532041741067,0.180394228509016,"Potential 1","MtMaurice",0.383875221408406,"Eucalyptus dalrympleana","Eucalyptus dalrympleana","Suppressed","Suppressed",NA,"Ben_TAS","TAS"
"499","Eucalyptus delegatensis Co/dominant","Eucalyptus dalrympleana Suppressed",0.025481243305898,-0.107358176735459,0.158320663347255,0.0223636988477563,0.0285987877640398,"Potential 1","MtMaurice",0.265678840082713,"Eucalyptus delegatensis","Eucalyptus dalrympleana","Co/dominant","Suppressed",NA,"Ben_TAS","TAS"
"500","Eucalyptus delegatensis Intermediate","Eucalyptus dalrympleana Suppressed",0.0161393102682636,-0.131044710168916,0.163323330705443,0.0133506447986522,0.0189279757378751,"Potential 1","MtMaurice",0.294368040874358,"Eucalyptus delegatensis","Eucalyptus dalrympleana","Intermediate","Suppressed",NA,"Ben_TAS","TAS"
"501","Eucalyptus delegatensis Suppressed","Eucalyptus dalrympleana Suppressed",-0.0781980733697437,-0.153824754865446,-0.0025713918740414,-0.0805255645231373,-0.0758705822163502,"Potential 1","MtMaurice",0.151253362991405,"Eucalyptus delegatensis","Eucalyptus dalrympleana","Suppressed","Suppressed",1,"Ben_TAS","TAS"
"502","Non-euc Suppressed","Eucalyptus dalrympleana Suppressed",0.0518405028390476,-0.0656050083569098,0.169286014035005,0.0485856389703699,0.0550953667077253,"Potential 1","MtMaurice",0.234891022391915,"Non-euc","Eucalyptus dalrympleana","Suppressed","Suppressed",NA,"Ben_TAS","TAS"
"503","Eucalyptus delegatensis Co/dominant","Eucalyptus delegatensis Co/dominant",-0.238568319676962,-0.50534122765373,0.0282045882998065,-0.245496084854877,-0.231640554499047,"Potential 1","MtMaurice",0.533545815953537,"Eucalyptus delegatensis","Eucalyptus delegatensis","Co/dominant","Co/dominant",NA,"Ben_TAS","TAS"
"504","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Co/dominant",-0.123891655092322,-0.331061312181073,0.0832780019964287,-0.1274997592498,-0.120283550934845,"Potential 1","MtMaurice",0.414339314177502,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"Ben_TAS","TAS"
"505","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Co/dominant",0.0668515413676645,-0.0427391755934927,0.176442258328822,0.0634456779263173,0.0702574048090117,"Potential 1","MtMaurice",0.219181433922314,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"Ben_TAS","TAS"
"506","Non-euc Suppressed","Eucalyptus delegatensis Co/dominant",-0.0483604340574497,-0.213908082070049,0.117187213955149,-0.0523798490738149,-0.0443410190410844,"Potential 1","MtMaurice",0.331095296025198,"Non-euc","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"Ben_TAS","TAS"
"507","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Intermediate",-0.114221482510511,-0.45706537953295,0.228622414511928,-0.11946495594397,-0.108978009077053,"Potential 1","MtMaurice",0.685687794044878,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"Ben_TAS","TAS"
"508","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Intermediate",0.00964974497001497,-0.106057236905432,0.125356726845462,0.00683712543505973,0.0124623645049702,"Potential 1","MtMaurice",0.231413963750894,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"Ben_TAS","TAS"
"509","Non-euc Suppressed","Eucalyptus delegatensis Intermediate",0.105074170751089,-0.0956036627891818,0.30575200429136,0.100473102883413,0.109675238618765,"Potential 1","MtMaurice",0.401355667080541,"Non-euc","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"Ben_TAS","TAS"
"510","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Suppressed",0.259373814500235,0.1387660973439,0.37998153165657,0.250520047877028,0.268227581123442,"Potential 1","MtMaurice",0.241215434312671,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Suppressed",1,"Ben_TAS","TAS"
"511","Non-euc Suppressed","Eucalyptus delegatensis Suppressed",0.130234589103533,0.0131533707823159,0.24731580742475,0.125903855555941,0.134565322651125,"Potential 1","MtMaurice",0.234162436642435,"Non-euc","Eucalyptus delegatensis","Suppressed","Suppressed",1,"Ben_TAS","TAS"
"512","Non-euc Suppressed","Non-euc Suppressed",0.162390956836188,-0.0339669960859253,0.358748909758301,0.154944078773234,0.169837834899142,"Potential 1","MtMaurice",0.392715905844226,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"Ben_TAS","TAS"
"513","Eucalyptus delegatensis Co/dominant","Eucalyptus delegatensis Co/dominant",-0.380703453795489,-0.697808944773873,-0.0635979628171037,-0.390700390289436,-0.370706517301542,"Potential 1","BenRidge",0.63421098195677,"Eucalyptus delegatensis","Eucalyptus delegatensis","Co/dominant","Co/dominant",1,"Ben_TAS","TAS"
"514","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Co/dominant",0.174118050568896,-0.0697632045762711,0.417999305714063,0.168305678412922,0.17993042272487,"Potential 1","BenRidge",0.487762510290334,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"Ben_TAS","TAS"
"515","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Co/dominant",-0.123018551998245,-0.216362578072276,-0.029674525924215,-0.125830297400028,-0.120206806596462,"Potential 1","BenRidge",0.186688052148061,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Co/dominant",1,"Ben_TAS","TAS"
"516","Non-euc Intermediate","Eucalyptus delegatensis Co/dominant",-0.249948814640448,-0.552642755116358,0.0527451258354615,-0.255421054669639,-0.244476574611258,"Potential 1","BenRidge",0.60538788095182,"Non-euc","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"Ben_TAS","TAS"
"517","Non-euc Suppressed","Eucalyptus delegatensis Co/dominant",0.0517275807375603,-0.043531172746571,0.146986334221692,0.0491466763617677,0.0543084851133529,"Potential 1","BenRidge",0.190517506968263,"Non-euc","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"Ben_TAS","TAS"
"518","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Intermediate",-0.224751532967276,-0.718241211973921,0.268738146039369,-0.233638737601639,-0.215864328332912,"Potential 1","BenRidge",0.98697935801329,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"Ben_TAS","TAS"
"519","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Intermediate",0.0888981671480897,-0.0314736724976987,0.209270006793878,0.0858891476867164,0.0919071866094631,"Potential 1","BenRidge",0.240743679291577,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"Ben_TAS","TAS"
"520","Non-euc Intermediate","Eucalyptus delegatensis Intermediate",0.179155585799041,-0.252395356319876,0.610706527917958,0.170080869155804,0.188230302442277,"Potential 1","BenRidge",0.863101884237834,"Non-euc","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"Ben_TAS","TAS"
"521","Non-euc Suppressed","Eucalyptus delegatensis Intermediate",-0.0742234703552584,-0.162044901502904,0.0135979607923872,-0.0762595639893345,-0.0721873767211822,"Potential 1","BenRidge",0.175642862295291,"Non-euc","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"Ben_TAS","TAS"
"522","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Suppressed",0.255611474640479,0.140853566054412,0.370369383226546,0.246587380563431,0.264635568717527,"Potential 1","BenRidge",0.229515817172134,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Suppressed",1,"Ben_TAS","TAS"
"523","Non-euc Intermediate","Eucalyptus delegatensis Suppressed",-0.0386319184626343,-0.154487286207811,0.0772234492825425,-0.0417790014839976,-0.0354848354412711,"Potential 1","BenRidge",0.231710735490354,"Non-euc","Eucalyptus delegatensis","Intermediate","Suppressed",NA,"Ben_TAS","TAS"
"524","Non-euc Suppressed","Eucalyptus delegatensis Suppressed",-0.0161043299668921,-0.0530520771345693,0.0208434172007851,-0.0182540894159682,-0.013954570517816,"Potential 1","BenRidge",0.0738954943353543,"Non-euc","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"Ben_TAS","TAS"
"525","Non-euc Intermediate","Non-euc Intermediate",0.381296309581309,-0.129525715505098,0.892118334667715,0.362766681566767,0.39982593759585,"Potential 1","BenRidge",1.02164405017281,"Non-euc","Non-euc","Intermediate","Intermediate",NA,"Ben_TAS","TAS"
"526","Non-euc Suppressed","Non-euc Intermediate",-0.112949593854646,-0.287420011686592,0.0615208239772989,-0.117309593462588,-0.108589594246705,"Potential 1","BenRidge",0.348940835663891,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"Ben_TAS","TAS"
"527","Non-euc Suppressed","Non-euc Suppressed",0.281972692935203,0.176083209159412,0.387862176710994,0.269810198897539,0.294135186972868,"Potential 1","BenRidge",0.211778967551582,"Non-euc","Non-euc","Suppressed","Suppressed",1,"Ben_TAS","TAS"
"1100","Eucalyptus delegatensis Co/dominant","Eucalyptus delegatensis Co/dominant",-0.177143316491587,-0.566351700857414,0.212065067874241,-0.184391160175959,-0.169895472807214,"Potential 1","Caveside",0.778416768731655,"Eucalyptus delegatensis","Eucalyptus delegatensis","Co/dominant","Co/dominant",NA,"N_TAS","TAS"
"2100","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Co/dominant",-0.37489142583973,-0.771254243307107,0.0214713916276479,-0.38002454691577,-0.369758304763689,"Potential 1","Caveside",0.792725634934755,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"N_TAS","TAS"
"3100","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Co/dominant",0.260167679022165,-0.0125653829288504,0.532900740973181,0.253745351226106,0.266590006818224,"Potential 1","Caveside",0.545466123902031,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"N_TAS","TAS"
"4100","Eucalyptus obliqua Intermediate","Eucalyptus delegatensis Co/dominant",0.202670025344754,-0.308894815946224,0.714234866635733,0.19449855601529,0.210841494674218,"Potential 1","Caveside",1.02312968258196,"Eucalyptus obliqua","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"N_TAS","TAS"
"528","Eucalyptus obliqua Suppressed","Eucalyptus delegatensis Co/dominant",-0.221851576471645,-0.534954396596776,0.0912512436534864,-0.226856550579966,-0.216846602363324,"Potential 1","Caveside",0.626205640250263,"Eucalyptus obliqua","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"N_TAS","TAS"
"610","Non-euc Suppressed","Eucalyptus delegatensis Co/dominant",-0.0105501176168576,-0.0345843919868729,0.0134841567531577,-0.0112171398239187,-0.00988309540979649,"Potential 1","Caveside",0.0480685487400305,"Non-euc","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"N_TAS","TAS"
"810","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Intermediate",-0.29751363360204,-0.907422982115332,0.312395714911252,-0.306502905786939,-0.288524361417141,"Potential 1","Caveside",1.21981869702658,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"N_TAS","TAS"
"910","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Intermediate",0.452845454194716,0.0841246070777521,0.821566301311679,0.446792549598188,0.458898358791243,"Potential 1","Caveside",0.737441694233927,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Intermediate",1,"N_TAS","TAS"
"1010","Eucalyptus obliqua Intermediate","Eucalyptus delegatensis Intermediate",0.725798719155871,0.0343500724296574,1.41724736588208,0.712813141274928,0.738784297036814,"Potential 1","Caveside",1.38289729345243,"Eucalyptus obliqua","Eucalyptus delegatensis","Intermediate","Intermediate",1,"N_TAS","TAS"
"1110","Eucalyptus obliqua Suppressed","Eucalyptus delegatensis Intermediate",-0.58260749559644,-1.0732458125374,-0.0919691786554763,-0.590910533984936,-0.574304457207944,"Potential 1","Caveside",0.981276633881927,"Eucalyptus obliqua","Eucalyptus delegatensis","Suppressed","Intermediate",1,"N_TAS","TAS"
"1210","Non-euc Suppressed","Eucalyptus delegatensis Intermediate",-0.0272069840148637,-0.0597190640637051,0.00530509603397763,-0.0279084286985774,-0.0265055393311501,"Potential 1","Caveside",0.0650241600976827,"Non-euc","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"N_TAS","TAS"
"1510","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Suppressed",0.0223701680519342,-0.331480631684647,0.376220967788515,0.0131006996928048,0.0316396364110636,"Potential 1","Caveside",0.707701599473162,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"N_TAS","TAS"
"1610","Eucalyptus obliqua Intermediate","Eucalyptus delegatensis Suppressed",-0.596947572779912,-1.22797504382921,0.0340798982693906,-0.608337164706469,-0.585557980853354,"Potential 1","Caveside",1.2620549420986,"Eucalyptus obliqua","Eucalyptus delegatensis","Intermediate","Suppressed",NA,"N_TAS","TAS"
"1710","Eucalyptus obliqua Suppressed","Eucalyptus delegatensis Suppressed",0.349910388669028,0.00756792852712612,0.692252848810931,0.344249779550825,0.355570997787232,"Potential 1","Caveside",0.684684920283805,"Eucalyptus obliqua","Eucalyptus delegatensis","Suppressed","Suppressed",1,"N_TAS","TAS"
"1810","Non-euc Suppressed","Eucalyptus delegatensis Suppressed",-0.0138149862367092,-0.0378102188555977,0.0101802463821792,-0.0146025609182042,-0.0130274115552143,"Potential 1","Caveside",0.0479904652377769,"Non-euc","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"N_TAS","TAS"
"2210","Eucalyptus obliqua Intermediate","Eucalyptus obliqua Intermediate",-0.714550280973376,-2.51832455534321,1.08922399339646,-0.737854788079679,-0.691245773867073,"Potential 1","Caveside",3.60754854873967,"Eucalyptus obliqua","Eucalyptus obliqua","Intermediate","Intermediate",NA,"N_TAS","TAS"
"2310","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Intermediate",0.798175798229496,0.0359983709176298,1.56035322554136,0.784761441290439,0.811590155168553,"Potential 1","Caveside",1.52435485462373,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Intermediate",1,"N_TAS","TAS"
"2410","Non-euc Suppressed","Eucalyptus obliqua Intermediate",0.0240429494533497,-0.0230848264671255,0.071170725373825,0.0230770555642216,0.0250088433424779,"Potential 1","Caveside",0.0942555518409505,"Non-euc","Eucalyptus obliqua","Suppressed","Intermediate",NA,"N_TAS","TAS"
"2910","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Suppressed",-0.424357305541547,-1.05537725322588,0.206662642142788,-0.436314878851246,-0.412399732231847,"Potential 1","Caveside",1.26203989536867,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Suppressed",NA,"N_TAS","TAS"
"3010","Non-euc Suppressed","Eucalyptus obliqua Suppressed",-0.0423699730265698,-0.0786795929122099,-0.0060603531409297,-0.0433610058194262,-0.0413789402337134,"Potential 1","Caveside",0.0726192397712802,"Non-euc","Eucalyptus obliqua","Suppressed","Suppressed",1,"N_TAS","TAS"
"3610","Non-euc Suppressed","Non-euc Suppressed",0.211642392524605,0.101628909004391,0.321655876044819,0.174758543854865,0.248526241194344,"Potential 1","Caveside",0.220026967040428,"Non-euc","Non-euc","Suppressed","Suppressed",1,"N_TAS","TAS"
"1310","Eucalyptus diversicolor Co/dominant","Eucalyptus diversicolor Co/dominant",-0.267445550202007,-0.683936400729114,0.1490453003251,-0.272650073350767,-0.262241027053247,"Potential 1","Collins",0.832981701054214,"Eucalyptus diversicolor","Eucalyptus diversicolor","Co/dominant","Co/dominant",NA,"WA","WA"
"2110","Eucalyptus diversicolor Suppressed","Eucalyptus diversicolor Co/dominant",0.0326318942381321,-0.204577768192201,0.269841556668465,0.0292927785130831,0.0359710099631811,"Potential 1","Collins",0.474419324860666,"Eucalyptus diversicolor","Eucalyptus diversicolor","Suppressed","Co/dominant",NA,"WA","WA"
"3110","Non-euc Suppressed","Eucalyptus diversicolor Co/dominant",-0.215999494703958,-0.443429124337381,0.0114301349294659,-0.219324762793202,-0.212674226614713,"Potential 1","Collins",0.454859259266847,"Non-euc","Eucalyptus diversicolor","Suppressed","Co/dominant",NA,"WA","WA"
"5110","Eucalyptus diversicolor Suppressed","Eucalyptus diversicolor Suppressed",0.254916660789193,0.0753233026732515,0.434510018905135,0.249073161040715,0.260760160537672,"Potential 1","Collins",0.359186716231883,"Eucalyptus diversicolor","Eucalyptus diversicolor","Suppressed","Suppressed",1,"WA","WA"
"611","Non-euc Suppressed","Eucalyptus diversicolor Suppressed",-0.0444051643705287,-0.14777002797331,0.0589596992322526,-0.0469658246547476,-0.0418445040863098,"Potential 1","Collins",0.206729727205563,"Non-euc","Eucalyptus diversicolor","Suppressed","Suppressed",NA,"WA","WA"
"911","Non-euc Suppressed","Non-euc Suppressed",0.354465354578347,0.250247455821781,0.458683253334914,0.343849091165207,0.365081617991487,"Potential 1","Collins",0.208435797513133,"Non-euc","Non-euc","Suppressed","Suppressed",1,"WA","WA"
"1101","Eucalyptus grandis Co/dominant","Eucalyptus grandis Co/dominant",-0.0184135902224848,-0.270050696848599,0.233223516403629,-0.0273620658669282,-0.0094651145780414,"Potential 1","Bruxner",0.503274213252228,"Eucalyptus grandis","Eucalyptus grandis","Co/dominant","Co/dominant",NA,"N_NSW","N_AUS"
"2610","Eucalyptus grandis Intermediate","Eucalyptus grandis Co/dominant",0.318076892825312,-0.00680414378559507,0.642957929436218,0.309556526172339,0.326597259478284,"Potential 1","Bruxner",0.649762073221813,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Co/dominant",NA,"N_NSW","N_AUS"
"3210","Eucalyptus grandis Suppressed","Eucalyptus grandis Co/dominant",0.136074141007151,-0.125198526620392,0.397346808634694,0.129599200830165,0.142549081184136,"Potential 1","Bruxner",0.522545335255086,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"4110","Non-euc Suppressed","Eucalyptus grandis Co/dominant",0.00617403333333966,-0.0617503368362008,0.0740984035028801,0.00352041395905006,0.00882765270762926,"Potential 1","Bruxner",0.135848740339081,"Non-euc","Eucalyptus grandis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"529","Syncarpia glomulifera subsp glabra Suppressed","Eucalyptus grandis Co/dominant",0.00368915634238175,-0.179109453323963,0.186487766008727,-0.000103934839557811,0.00748224752432131,"Potential 1","Bruxner",0.36559721933269,"Syncarpia glomulifera subsp glabra","Eucalyptus grandis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"710","Eucalyptus grandis Intermediate","Eucalyptus grandis Intermediate",-0.350808475665839,-0.979739225434226,0.278122274102549,-0.362599784296571,-0.339017167035106,"Potential 1","Bruxner",1.25786149953678,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Intermediate",NA,"N_NSW","N_AUS"
"811","Eucalyptus grandis Suppressed","Eucalyptus grandis Intermediate",0.490560518144713,0.061048613328556,0.92007242296087,0.481260063222021,0.499860973067405,"Potential 1","Bruxner",0.859023809632314,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Intermediate",1,"N_NSW","N_AUS"
"921","Non-euc Suppressed","Eucalyptus grandis Intermediate",-0.0145509776209445,-0.101632861672214,0.0725309064303252,-0.0169425211733471,-0.0121594340685418,"Potential 1","Bruxner",0.174163768102539,"Non-euc","Eucalyptus grandis","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"1011","Syncarpia glomulifera subsp glabra Suppressed","Eucalyptus grandis Intermediate",0.313050388941332,0.0256706938836735,0.600430083998991,0.306582234540791,0.319518543341873,"Potential 1","Bruxner",0.574759390115317,"Syncarpia glomulifera subsp glabra","Eucalyptus grandis","Suppressed","Intermediate",1,"N_NSW","N_AUS"
"1311","Eucalyptus grandis Suppressed","Eucalyptus grandis Suppressed",-0.215154230891787,-0.663848511145256,0.233540049361681,-0.223426406918866,-0.206882054864708,"Potential 1","Bruxner",0.897388560506937,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"1410","Non-euc Suppressed","Eucalyptus grandis Suppressed",-0.0111110887825076,-0.116234616153769,0.0940124385887538,-0.0142070467749285,-0.00801513079008672,"Potential 1","Bruxner",0.210247054742523,"Non-euc","Eucalyptus grandis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
