"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","species_from","species_to","class_from","class_to","sig","region","region2"
"408","Non-euc Intermediate","Eucalyptus grandis Co/dominant",-0.67579736970115,-1.21636266873262,-0.135232070669685,-0.685710786238328,-0.665883953163973,"Potential 1","Baldy",1.08113059806293,"Non-euc","Eucalyptus grandis","Intermediate","Co/dominant",1,"QLD","N_AUS"
"409","Non-euc Suppressed","Eucalyptus grandis Co/dominant",-0.0787143463410964,-0.277225457239783,0.11979676455759,-0.0828271019687172,-0.0746015907134757,"Potential 1","Baldy",0.397022221797373,"Non-euc","Eucalyptus grandis","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"410","Eucalyptus grandis Suppressed","Eucalyptus grandis Suppressed",-0.352391693639609,-1.16138955596954,0.456606168690322,-0.364847301710493,-0.339936085568725,"Potential 1","Baldy",1.61799572465986,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Suppressed",NA,"QLD","N_AUS"
"411","Non-euc Intermediate","Eucalyptus grandis Suppressed",-0.245263017801088,-0.820193507147079,0.329667471544902,-0.254474040965249,-0.236051994636928,"Potential 1","Baldy",1.14986097869198,"Non-euc","Eucalyptus grandis","Intermediate","Suppressed",NA,"QLD","N_AUS"
"412","Non-euc Suppressed","Eucalyptus grandis Suppressed",-0.252816843385469,-0.569655943105865,0.0640222563349265,-0.259973268841803,-0.245660417929136,"Potential 1","Baldy",0.633678199440792,"Non-euc","Eucalyptus grandis","Suppressed","Suppressed",NA,"QLD","N_AUS"
"413","Non-euc Intermediate","Non-euc Intermediate",-0.136494073388028,-0.869337890877124,0.596349744101067,-0.148806481376192,-0.124181665399865,"Potential 1","Baldy",1.46568763497819,"Non-euc","Non-euc","Intermediate","Intermediate",NA,"QLD","N_AUS"
"414","Non-euc Suppressed","Non-euc Intermediate",0.02355662512386,-0.182413015167401,0.229526265415121,0.0161989372221523,0.0309143130255677,"Potential 1","Baldy",0.411939280582522,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"QLD","N_AUS"
"415","Non-euc Suppressed","Non-euc Suppressed",0.309384776599135,0.200501149496142,0.418268403702128,0.298053924192919,0.320715629005351,"Potential 1","Baldy",0.217767254205987,"Non-euc","Non-euc","Suppressed","Suppressed",1,"QLD","N_AUS"
"416","Eucalyptus grandis Co/dominant","Eucalyptus grandis Co/dominant",-0.692548757532281,-1.40864590152323,0.0235483864586679,-0.705074985986348,-0.680022529078213,"Potential 1","Koombooloomba",1.4321942879819,"Eucalyptus grandis","Eucalyptus grandis","Co/dominant","Co/dominant",NA,"QLD","N_AUS"
"417","Eucalyptus grandis Intermediate","Eucalyptus grandis Co/dominant",-0.044173001163736,-0.314948649360172,0.2266026470327,-0.048772945078853,-0.0395730572486191,"Potential 1","Koombooloomba",0.541551296392871,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"418","Non-euc Intermediate","Eucalyptus grandis Co/dominant",-0.176536493442265,-0.342792782468132,-0.0102802044163982,-0.180185793323638,-0.172887193560892,"Potential 1","Koombooloomba",0.332512578051734,"Non-euc","Eucalyptus grandis","Intermediate","Co/dominant",1,"QLD","N_AUS"
"419","Non-euc Suppressed","Eucalyptus grandis Co/dominant",0.131641029931173,-0.113001759760127,0.376283819622474,0.126171106687297,0.137110953175049,"Potential 1","Koombooloomba",0.489285579382601,"Non-euc","Eucalyptus grandis","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"420","Syncarpia glomulifera Co/dominant","Eucalyptus grandis Co/dominant",0.170523387082459,-0.677195217926781,1.0182419920917,0.152781786285839,0.18826498787908,"Potential 1","Koombooloomba",1.69543721001848,"Syncarpia glomulifera","Eucalyptus grandis","Co/dominant","Co/dominant",NA,"QLD","N_AUS"
"421","Syncarpia glomulifera Intermediate","Eucalyptus grandis Co/dominant",0.0642958024498024,-0.494594605098161,0.623186209997766,0.0552465676595226,0.0733450372400821,"Potential 1","Koombooloomba",1.11778081509593,"Syncarpia glomulifera","Eucalyptus grandis","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"422","Eucalyptus grandis Intermediate","Eucalyptus grandis Intermediate",0.375963816872779,0.155917583400956,0.596010050344602,0.364525986810506,0.387401646935052,"Potential 1","Koombooloomba",0.440092466943646,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Intermediate",1,"QLD","N_AUS"
"423","Non-euc Intermediate","Eucalyptus grandis Intermediate",0.0647400627019747,-0.0310734983349947,0.160553623738944,0.0606153372769287,0.0688647881270207,"Potential 1","Koombooloomba",0.191627122073939,"Non-euc","Eucalyptus grandis","Intermediate","Intermediate",NA,"QLD","N_AUS"
"424","Non-euc Suppressed","Eucalyptus grandis Intermediate",0.0713563823204802,-0.0389656892899847,0.181678453930945,0.066480780648732,0.0762319839922285,"Potential 1","Koombooloomba",0.22064414322093,"Non-euc","Eucalyptus grandis","Suppressed","Intermediate",NA,"QLD","N_AUS"
"425","Syncarpia glomulifera Co/dominant","Eucalyptus grandis Intermediate",-0.771295736269343,-1.73707503321535,0.194483560676662,-0.79266081804178,-0.749930654496906,"Potential 1","Koombooloomba",1.93155859389201,"Syncarpia glomulifera","Eucalyptus grandis","Co/dominant","Intermediate",NA,"QLD","N_AUS"
"426","Syncarpia glomulifera Intermediate","Eucalyptus grandis Intermediate",0.247682299297164,-0.348476533310056,0.843841131904385,0.23695489575228,0.258409702842049,"Potential 1","Koombooloomba",1.19231766521444,"Syncarpia glomulifera","Eucalyptus grandis","Intermediate","Intermediate",NA,"QLD","N_AUS"
"427","Non-euc Intermediate","Non-euc Intermediate",0.220140005948626,0.0971620617305295,0.343117950166723,0.212137961588402,0.228142050308851,"Potential 1","Koombooloomba",0.245955888436193,"Non-euc","Non-euc","Intermediate","Intermediate",1,"QLD","N_AUS"
"428","Non-euc Suppressed","Non-euc Intermediate",0.0373913831864298,-0.0363596880699835,0.111142454442843,0.0339875843600897,0.0407951820127699,"Potential 1","Koombooloomba",0.147502142512827,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"QLD","N_AUS"
"429","Syncarpia glomulifera Co/dominant","Non-euc Intermediate",0.369475051768134,-0.0445094228218644,0.783459526358132,0.359541350659561,0.379408752876706,"Potential 1","Koombooloomba",0.827968949179996,"Syncarpia glomulifera","Non-euc","Co/dominant","Intermediate",NA,"QLD","N_AUS"
"430","Syncarpia glomulifera Intermediate","Non-euc Intermediate",-0.246109642213069,-0.460545769753251,-0.0316735146728879,-0.251917621396839,-0.2403016630293,"Potential 1","Koombooloomba",0.428872255080363,"Syncarpia glomulifera","Non-euc","Intermediate","Intermediate",1,"QLD","N_AUS"
"431","Non-euc Suppressed","Non-euc Suppressed",0.26601653308354,0.112288117707206,0.419744948459873,0.256663457814193,0.275369608352886,"Potential 1","Koombooloomba",0.307456830752666,"Non-euc","Non-euc","Suppressed","Suppressed",1,"QLD","N_AUS"
"432","Syncarpia glomulifera Co/dominant","Non-euc Suppressed",0.139512109806112,-0.246954842188954,0.525979061801179,0.12784988571953,0.151174333892694,"Potential 1","Koombooloomba",0.772933903990133,"Syncarpia glomulifera","Non-euc","Co/dominant","Suppressed",NA,"QLD","N_AUS"
"433","Syncarpia glomulifera Intermediate","Non-euc Suppressed",0.00442286520512609,-0.256571313675749,0.265417044086001,-0.00355989242886716,0.0124056228391193,"Potential 1","Koombooloomba",0.521988357761749,"Syncarpia glomulifera","Non-euc","Intermediate","Suppressed",NA,"QLD","N_AUS"
"434","Syncarpia glomulifera Co/dominant","Syncarpia glomulifera Co/dominant",-1.78892846588867,-4.20646843973947,0.628611507962121,-1.83140689917789,-1.74645003259946,"Potential 1","Koombooloomba",4.83507994770159,"Syncarpia glomulifera","Syncarpia glomulifera","Co/dominant","Co/dominant",NA,"QLD","N_AUS"
"435","Syncarpia glomulifera Intermediate","Syncarpia glomulifera Co/dominant",1.18301914306651,0.0124525883133011,2.35358569781972,1.1513598181732,1.21467846795982,"Potential 1","Koombooloomba",2.34113310950642,"Syncarpia glomulifera","Syncarpia glomulifera","Intermediate","Co/dominant",1,"QLD","N_AUS"
"436","Syncarpia glomulifera Intermediate","Syncarpia glomulifera Intermediate",0.180431886959777,-0.408966608982323,0.769830382901877,0.163061498470082,0.197802275449473,"Potential 1","Koombooloomba",1.1787969918842,"Syncarpia glomulifera","Syncarpia glomulifera","Intermediate","Intermediate",NA,"QLD","N_AUS"
"437","Eucalyptus obliqua Co/dominant","Eucalyptus obliqua Co/dominant",-0.508000519960927,-0.912239157870377,-0.103761882051477,-0.523471865604562,-0.492529174317291,"Potential 1","BlackRiver",0.808477275818901,"Eucalyptus obliqua","Eucalyptus obliqua","Co/dominant","Co/dominant",1,"King_TAS","TAS"
"438","Eucalyptus obliqua Intermediate","Eucalyptus obliqua Co/dominant",-0.0824664662194785,-0.285002168587571,0.120069236148614,-0.0872439581020894,-0.0776889743368677,"Potential 1","BlackRiver",0.405071404736185,"Eucalyptus obliqua","Eucalyptus obliqua","Intermediate","Co/dominant",NA,"King_TAS","TAS"
"439","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Co/dominant",0.282475098728162,0.00419082043957048,0.560759377016753,0.27688822603762,0.288061971418704,"Potential 1","BlackRiver",0.556568556577183,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Co/dominant",1,"King_TAS","TAS"
"440","Eucalyptus ovata Co/dominant","Eucalyptus obliqua Co/dominant",-0.470968023228605,-0.837166030443013,-0.104770016014198,-0.478405898535229,-0.463530147921982,"Potential 1","BlackRiver",0.732396014428816,"Eucalyptus ovata","Eucalyptus obliqua","Co/dominant","Co/dominant",1,"King_TAS","TAS"
"441","Eucalyptus ovata Intermediate","Eucalyptus obliqua Co/dominant",-0.0456853278238795,-0.531022927878267,0.439652272230508,-0.0529481169668813,-0.0384225386808776,"Potential 1","BlackRiver",0.970675200108774,"Eucalyptus ovata","Eucalyptus obliqua","Intermediate","Co/dominant",NA,"King_TAS","TAS"
"442","Non-euc Suppressed","Eucalyptus obliqua Co/dominant",-0.0353024021882945,-0.114643935094349,0.0440391307177598,-0.0380970680425801,-0.0325077363340088,"Potential 1","BlackRiver",0.158683065812108,"Non-euc","Eucalyptus obliqua","Suppressed","Co/dominant",NA,"King_TAS","TAS"
"443","Eucalyptus obliqua Intermediate","Eucalyptus obliqua Intermediate",0.0867935787528777,-0.13723530392733,0.310822461433086,0.0820079260277447,0.0915792314780107,"Potential 1","BlackRiver",0.448057765360416,"Eucalyptus obliqua","Eucalyptus obliqua","Intermediate","Intermediate",NA,"King_TAS","TAS"
"444","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Intermediate",-0.0278307923935037,-0.227061638092735,0.171400053305728,-0.0309160199955086,-0.0247455647914989,"Potential 1","BlackRiver",0.398461691398463,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Intermediate",NA,"King_TAS","TAS"
"445","Eucalyptus ovata Co/dominant","Eucalyptus obliqua Intermediate",-0.141885399401896,-0.41132516387006,0.127554365066269,-0.146000518045403,-0.137770280758389,"Potential 1","BlackRiver",0.538879528936329,"Eucalyptus ovata","Eucalyptus obliqua","Co/dominant","Intermediate",NA,"King_TAS","TAS"
"446","Eucalyptus ovata Intermediate","Eucalyptus obliqua Intermediate",-0.0220993335775636,-0.337578204100193,0.293379536945066,-0.0271475694865198,-0.0170510976686075,"Potential 1","BlackRiver",0.630957741045259,"Eucalyptus ovata","Eucalyptus obliqua","Intermediate","Intermediate",NA,"King_TAS","TAS"
"447","Non-euc Suppressed","Eucalyptus obliqua Intermediate",0.000168368930663788,-0.0794520346747226,0.0797887725360502,-0.00230557046951711,0.00264230833084468,"Potential 1","BlackRiver",0.159240807210773,"Non-euc","Eucalyptus obliqua","Suppressed","Intermediate",NA,"King_TAS","TAS"
"448","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Suppressed",0.0576999861925967,-0.209655285726295,0.325055258111488,0.0509458618483631,0.0644541105368303,"Potential 1","BlackRiver",0.534710543837783,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Suppressed",NA,"King_TAS","TAS"
"449","Eucalyptus ovata Co/dominant","Eucalyptus obliqua Suppressed",0.37049743519646,0.0405460457795494,0.700448824613371,0.363865178097946,0.377129692294974,"Potential 1","BlackRiver",0.659902778833821,"Eucalyptus ovata","Eucalyptus obliqua","Co/dominant","Suppressed",1,"King_TAS","TAS"
"450","Eucalyptus ovata Intermediate","Eucalyptus obliqua Suppressed",0.160089935795244,-0.175920572760594,0.496100444351081,0.154379997520765,0.165799874069722,"Potential 1","BlackRiver",0.672021017111675,"Eucalyptus ovata","Eucalyptus obliqua","Intermediate","Suppressed",NA,"King_TAS","TAS"
"451","Non-euc Suppressed","Eucalyptus obliqua Suppressed",-0.0909770873329956,-0.168912212090566,-0.0130419625754254,-0.0932573794789391,-0.0886967951870522,"Potential 1","BlackRiver",0.15587024951514,"Non-euc","Eucalyptus obliqua","Suppressed","Suppressed",1,"King_TAS","TAS"
"452","Eucalyptus ovata Co/dominant","Eucalyptus ovata Co/dominant",-0.4589901899856,-1.07006601991039,0.152085639939191,-0.467746455300691,-0.450233924670509,"Potential 1","BlackRiver",1.22215165984958,"Eucalyptus ovata","Eucalyptus ovata","Co/dominant","Co/dominant",NA,"King_TAS","TAS"
"453","Eucalyptus ovata Intermediate","Eucalyptus ovata Co/dominant",0.0565107312535555,-0.405171673664582,0.518193136171693,0.0481866707004573,0.0648347918066537,"Potential 1","BlackRiver",0.923364809836276,"Eucalyptus ovata","Eucalyptus ovata","Intermediate","Co/dominant",NA,"King_TAS","TAS"
"454","Non-euc Suppressed","Eucalyptus ovata Co/dominant",0.0776663545229852,-0.0259591937861879,0.181291902832158,0.0749151876593889,0.0804175213865816,"Potential 1","BlackRiver",0.207251096618346,"Non-euc","Eucalyptus ovata","Suppressed","Co/dominant",NA,"King_TAS","TAS"
"455","Eucalyptus ovata Intermediate","Eucalyptus ovata Intermediate",-0.00555846538778556,-0.563973522508651,0.55285659173308,-0.0157591114189235,0.00464218064335242,"Potential 1","BlackRiver",1.11683011424173,"Eucalyptus ovata","Eucalyptus ovata","Intermediate","Intermediate",NA,"King_TAS","TAS"
"456","Non-euc Suppressed","Eucalyptus ovata Intermediate",0.117944906399347,-0.0515523061812267,0.287442118979921,0.113740542816608,0.122149269982087,"Potential 1","BlackRiver",0.338994425161148,"Non-euc","Eucalyptus ovata","Suppressed","Intermediate",NA,"King_TAS","TAS"
"457","Non-euc Suppressed","Non-euc Suppressed",0.072981913174393,-0.0522387055871284,0.198202531935914,0.0596058241324739,0.0863580022163122,"Potential 1","BlackRiver",0.250441237523043,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"King_TAS","TAS"
"458","Eucalyptus obliqua Co/dominant","Eucalyptus obliqua Co/dominant",-0.0828010956786405,-0.344703895445565,0.179101704088284,-0.087788117017552,-0.0778140743397289,"Potential 1","BondTier",0.523805599533849,"Eucalyptus obliqua","Eucalyptus obliqua","Co/dominant","Co/dominant",NA,"King_TAS","TAS"
"459","Eucalyptus obliqua Intermediate","Eucalyptus obliqua Co/dominant",-0.00797099924971018,-0.491747189264281,0.475805190764861,-0.0156755947873087,-0.000266403712111622,"Potential 1","BondTier",0.967552380029142,"Eucalyptus obliqua","Eucalyptus obliqua","Intermediate","Co/dominant",NA,"King_TAS","TAS"
"460","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Co/dominant",0.213588445462827,-0.334177143369547,0.761354034295201,0.203288128307121,0.223888762618533,"Potential 1","BondTier",1.09553117766475,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Co/dominant",NA,"King_TAS","TAS"
"461","Non-euc Suppressed","Eucalyptus obliqua Co/dominant",-0.0193804455743852,-0.0837219417537211,0.0449610506049507,-0.021358400769038,-0.0174024903797324,"Potential 1","BondTier",0.128682992358672,"Non-euc","Eucalyptus obliqua","Suppressed","Co/dominant",NA,"King_TAS","TAS"
"462","Eucalyptus obliqua Intermediate","Eucalyptus obliqua Intermediate",-0.950793405790709,-2.86931025378494,0.967723442203525,-0.990276954294748,-0.91130985728667,"Potential 1","BondTier",3.83703369598847,"Eucalyptus obliqua","Eucalyptus obliqua","Intermediate","Intermediate",NA,"King_TAS","TAS"
"463","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Intermediate",1.27973268594658,-0.292597199122369,2.85206257101554,1.23728469706856,1.32218067482461,"Potential 1","BondTier",3.14465977013791,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Intermediate",NA,"King_TAS","TAS"
"464","Non-euc Suppressed","Eucalyptus obliqua Intermediate",-0.0348881832473461,-0.181587079591527,0.111810713096835,-0.0390680267858847,-0.0307083397088075,"Potential 1","BondTier",0.293397792688363,"Non-euc","Eucalyptus obliqua","Suppressed","Intermediate",NA,"King_TAS","TAS"
"465","Eucalyptus obliqua Suppressed","Eucalyptus obliqua Suppressed",-1.08781972492748,-2.95601210259136,0.780372652736401,-1.13275165108477,-1.04288779877018,"Potential 1","BondTier",3.73638475532776,"Eucalyptus obliqua","Eucalyptus obliqua","Suppressed","Suppressed",NA,"King_TAS","TAS"
"466","Non-euc Suppressed","Eucalyptus obliqua Suppressed",0.172189322232227,-0.0678653378776142,0.412243982342068,0.166436154778235,0.177942489686219,"Potential 1","BondTier",0.480109320219682,"Non-euc","Eucalyptus obliqua","Suppressed","Suppressed",NA,"King_TAS","TAS"
"467","Non-euc Suppressed","Non-euc Suppressed",0.182135684209824,0.0759435064796539,0.288327861939995,0.167833840341793,0.196437528077855,"Potential 1","BondTier",0.212384355460341,"Non-euc","Non-euc","Suppressed","Suppressed",1,"King_TAS","TAS"
"468","Eucalyptus obliqua Co/dominant","Eucalyptus obliqua Co/dominant",-0.0904442242796752,-0.370282032668692,0.189393584109341,-0.0978818036961448,-0.0830066448632057,"Potential 1","Supersite",0.559675616778033,"Eucalyptus obliqua","Eucalyptus obliqua","Co/dominant","Co/dominant",NA,"S_TAS","TAS"
"469","Eucalyptus obliqua Intermediate","Eucalyptus obliqua Co/dominant",0.0965606457322814,-0.150655311471224,0.343776602935787,0.0910192671602388,0.102102024304324,"Potential 1","Supersite",0.494431914407012,"Eucalyptus obliqua","Eucalyptus obliqua","Intermediate","Co/dominant",NA,"S_TAS","TAS"
