"","site","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","range_ci","sig","species_from","species_to","size_from","size_to"
"45","NorthStyx","small Non-euc","large Eucalyptus regnans",-0.104311493633495,-0.183535574208774,-0.0250874130582157,-0.107482059798977,-0.101140927468013,"Potential 1",0.158448161150559,1,"Non-euc","Eucalyptus regnans","small","large"
"612","NorthStyx","small Eucalyptus delegatensis","small Eucalyptus delegatensis",0.471848720507792,0.329774995851576,0.613922445164007,0.462540357274535,0.481157083741048,"Potential 1",0.284147449312431,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","small"
"75","NorthStyx","small Eucalyptus regnans","small Eucalyptus delegatensis",-0.0161812296097286,-0.0555273188075753,0.0231648595881182,-0.018541594494563,-0.0138208647248941,"Potential 1",0.0786921783956935,NA,"Eucalyptus regnans","Eucalyptus delegatensis","small","small"
"85","NorthStyx","small Non-euc","small Eucalyptus delegatensis",0.028678506366557,-0.0255859288491473,0.0829429415822612,0.0249579257897524,0.0323990869433615,"Potential 1",0.108528870431408,NA,"Non-euc","Eucalyptus delegatensis","small","small"
"1110","NorthStyx","small Eucalyptus regnans","small Eucalyptus regnans",0.379141784473575,0.287357873581473,0.470925695365677,0.369505038296357,0.388778530650793,"Potential 1",0.183567821784205,1,"Eucalyptus regnans","Eucalyptus regnans","small","small"
"126","NorthStyx","small Non-euc","small Eucalyptus regnans",0.0480274253052642,0.00194988196947768,0.0941049686410507,0.0449614727903115,0.0510933778202168,"Potential 1",0.092155086671573,1,"Non-euc","Eucalyptus regnans","small","small"
"163","NorthStyx","small Non-euc","small Non-euc",0.299890719681412,0.170400848735681,0.429380590627143,0.289170746704496,0.310610692658328,"Potential 1",0.258979741891462,1,"Non-euc","Non-euc","small","small"
"127","Newline","large Eucalyptus cypellocarpa","large Eucalyptus cypellocarpa",-0.373419655119902,-0.948626749546817,0.201787439307012,-0.382744265087006,-0.364095045152798,"Potential 1",1.15041418885383,NA,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","large","large"
"216","Newline","large Eucalyptus fastigata","large Eucalyptus cypellocarpa",-0.322519371868012,-0.629827206072763,-0.0152115376632602,-0.328053744746183,-0.316984998989841,"Potential 1",0.614615668409503,1,"Eucalyptus fastigata","Eucalyptus cypellocarpa","large","large"
"315","Newline","large Eucalyptus obliqua","large Eucalyptus cypellocarpa",-0.437350637233577,-1.0200148716202,0.145313597153043,-0.446287189792394,-0.42841408467476,"Potential 1",1.16532846877324,NA,"Eucalyptus obliqua","Eucalyptus cypellocarpa","large","large"
"46","Newline","small Eucalyptus cypellocarpa","large Eucalyptus cypellocarpa",0.0051846028099557,-0.242417742483881,0.252786948103792,0.000489218801190555,0.00987998681872085,"Potential 1",0.495204690587673,NA,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","small","large"
"511","Newline","small Eucalyptus fastigata","large Eucalyptus cypellocarpa",0.223497118003047,-0.0471890476875398,0.494183283693634,0.217962372349577,0.229031863656518,"Potential 1",0.541372331381174,NA,"Eucalyptus fastigata","Eucalyptus cypellocarpa","small","large"
"613","Newline","small Eucalyptus obliqua","large Eucalyptus cypellocarpa",0.212120302248149,-0.0917278906939353,0.515968495190233,0.206224438885853,0.218016165610444,"Potential 1",0.607696385884168,NA,"Eucalyptus obliqua","Eucalyptus cypellocarpa","small","large"
"76","Newline","small Eucalyptus radiata","large Eucalyptus cypellocarpa",0.0120564376648526,-0.404193867692066,0.428306743021771,0.00472208462809088,0.0193907907016143,"Potential 1",0.832500610713836,NA,"Eucalyptus radiata","Eucalyptus cypellocarpa","small","large"
"911","Newline","large Eucalyptus fastigata","large Eucalyptus fastigata",-0.209715309949845,-0.56628005909972,0.14684943920003,-0.218437804219085,-0.200992815680606,"Potential 1",0.713129498299749,NA,"Eucalyptus fastigata","Eucalyptus fastigata","large","large"
"102","Newline","large Eucalyptus obliqua","large Eucalyptus fastigata",-0.665706285637704,-1.23096259208296,-0.100449979192445,-0.674582793289953,-0.656829777985455,"Potential 1",1.13051261289052,1,"Eucalyptus obliqua","Eucalyptus fastigata","large","large"
"1111","Newline","small Eucalyptus cypellocarpa","large Eucalyptus fastigata",-0.000960913897769838,-0.18688504621083,0.18496321841529,-0.0046219803171929,0.00270015252165322,"Potential 1",0.37184826462612,NA,"Eucalyptus cypellocarpa","Eucalyptus fastigata","small","large"
"128","Newline","small Eucalyptus fastigata","large Eucalyptus fastigata",0.15034398489142,-0.0386417417966781,0.339329711579519,0.146161916381514,0.154526053401327,"Potential 1",0.377971453376197,NA,"Eucalyptus fastigata","Eucalyptus fastigata","small","large"
"132","Newline","small Eucalyptus obliqua","large Eucalyptus fastigata",-0.0766941024969071,-0.277430749363328,0.124042544369514,-0.080626830932659,-0.0727613740611551,"Potential 1",0.401473293732842,NA,"Eucalyptus obliqua","Eucalyptus fastigata","small","large"
"142","Newline","small Eucalyptus radiata","large Eucalyptus fastigata",0.0753581370551936,-0.227926875222359,0.378643149332747,0.0695068701385312,0.0812094039718559,"Potential 1",0.606570024555106,NA,"Eucalyptus radiata","Eucalyptus fastigata","small","large"
"171","Newline","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.537857319848874,-1.50799884004666,0.432284200348913,-0.5521864166813,-0.523528223016449,"Potential 1",1.94028304039558,NA,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"181","Newline","small Eucalyptus cypellocarpa","large Eucalyptus obliqua",0.129232895394985,-0.199899229638087,0.458365020428057,0.123129337303731,0.135336453486239,"Potential 1",0.658264250066144,NA,"Eucalyptus cypellocarpa","Eucalyptus obliqua","small","large"
"192","Newline","small Eucalyptus fastigata","large Eucalyptus obliqua",0.200856178905508,-0.112245181622909,0.513957539433925,0.19498989617109,0.206722461639926,"Potential 1",0.626202721056833,NA,"Eucalyptus fastigata","Eucalyptus obliqua","small","large"
"202","Newline","small Eucalyptus obliqua","large Eucalyptus obliqua",0.193246301133609,-0.195870990179691,0.582363592446909,0.184999242364857,0.201493359902361,"Potential 1",0.7782345826266,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"217","Newline","small Eucalyptus radiata","large Eucalyptus obliqua",-0.116414776890686,-0.765862376027749,0.533032822246376,-0.127801400704658,-0.105028153076715,"Potential 1",1.29889519827413,NA,"Eucalyptus radiata","Eucalyptus obliqua","small","large"
"252","Newline","small Eucalyptus cypellocarpa","small Eucalyptus cypellocarpa",0.175879993846347,-0.0592158429541571,0.410975830646852,0.168941763442922,0.182818224249773,"Potential 1",0.470191673601009,NA,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","small","small"
"261","Newline","small Eucalyptus fastigata","small Eucalyptus cypellocarpa",0.0240884333124409,-0.117143992435299,0.165320859060181,0.0199729231270498,0.0282039434978321,"Potential 1",0.28246485149548,NA,"Eucalyptus fastigata","Eucalyptus cypellocarpa","small","small"
"271","Newline","small Eucalyptus obliqua","small Eucalyptus cypellocarpa",0.0391500183286511,-0.145966989888942,0.224267026546244,0.0346042099530403,0.043695826704262,"Potential 1",0.370234016435186,NA,"Eucalyptus obliqua","Eucalyptus cypellocarpa","small","small"
"281","Newline","small Eucalyptus radiata","small Eucalyptus cypellocarpa",-0.378582871739317,-0.808765407408403,0.0515996639297684,-0.385894022999448,-0.371271720479186,"Potential 1",0.860365071338171,NA,"Eucalyptus radiata","Eucalyptus cypellocarpa","small","small"
"331","Newline","small Eucalyptus fastigata","small Eucalyptus fastigata",0.176250257230175,-0.00717314902012312,0.359673663480473,0.169723379091576,0.182777135368774,"Potential 1",0.366846812500596,NA,"Eucalyptus fastigata","Eucalyptus fastigata","small","small"
"341","Newline","small Eucalyptus obliqua","small Eucalyptus fastigata",-0.021812847479028,-0.178846343858461,0.135220648900405,-0.0258120951175029,-0.017813599840553,"Potential 1",0.314066992758866,NA,"Eucalyptus obliqua","Eucalyptus fastigata","small","small"
"351","Newline","small Eucalyptus radiata","small Eucalyptus fastigata",-0.176240585200236,-0.427121708735194,0.0746405383347215,-0.180745177722008,-0.171735992678464,"Potential 1",0.501762247069916,NA,"Eucalyptus radiata","Eucalyptus fastigata","small","small"
"411","Newline","small Eucalyptus obliqua","small Eucalyptus obliqua",0.240191236069271,0.00818679223614627,0.472195679902395,0.230610155540616,0.249772316597925,"Potential 1",0.464008887666249,1,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"421","Newline","small Eucalyptus radiata","small Eucalyptus obliqua",0.309445966580231,-0.00205960497667812,0.620951538137141,0.30127180673962,0.317620126420843,"Potential 1",0.623011143113819,NA,"Eucalyptus radiata","Eucalyptus obliqua","small","small"
"49","Newline","small Eucalyptus radiata","small Eucalyptus radiata",0.0563530277634946,-0.467305475592931,0.58001153111992,0.0460239904535208,0.0666820650734685,"Potential 1",1.04731700671285,NA,"Eucalyptus radiata","Eucalyptus radiata","small","small"
"129","WaratahMix","large Eucalyptus cypellocarpa","large Eucalyptus cypellocarpa",-4.20220476484813,-7.17804694082534,-1.22636258887091,-4.26232189645338,-4.14208763324288,"Potential 1",5.95168435195442,1,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","large","large"
"218","WaratahMix","large Eucalyptus fastigata","large Eucalyptus cypellocarpa",-1.81197012798716,-2.82519918327177,-0.798741072702557,-1.83712577674502,-1.78681447922931,"Potential 1",2.02645811056921,1,"Eucalyptus fastigata","Eucalyptus cypellocarpa","large","large"
