"","iter","types","value","split","site"
"209",13,"Eucalyptus diversicolor Co/dominant",0.4943115234375,"test","Frankland"
"210",13,"Eucalyptus diversicolor Suppressed",0.793023681640625,"test","Frankland"
"211",13,"Eucalyptus guilfoylei Suppressed",0.746417236328125,"test","Frankland"
"212",13,"Non-euc Suppressed",0.569635009765625,"test","Frankland"
"213",14,"Eucalyptus diversicolor Co/dominant",0.607073974609375,"test","Frankland"
"214",14,"Eucalyptus diversicolor Suppressed",0.7747802734375,"test","Frankland"
"215",14,"Eucalyptus guilfoylei Suppressed",0.754290771484375,"test","Frankland"
"216",14,"Non-euc Suppressed",0.517852783203125,"test","Frankland"
"217",15,"Eucalyptus diversicolor Co/dominant",0.474578857421875,"test","Frankland"
"218",15,"Eucalyptus diversicolor Suppressed",0.883758544921875,"test","Frankland"
"219",15,"Eucalyptus guilfoylei Suppressed",0.577880859375,"test","Frankland"
"220",15,"Non-euc Suppressed",0.654827880859375,"test","Frankland"
"221",16,"Eucalyptus diversicolor Co/dominant",0.4341064453125,"test","Frankland"
"222",16,"Eucalyptus diversicolor Suppressed",0.67803955078125,"test","Frankland"
"223",16,"Eucalyptus guilfoylei Suppressed",0.6549072265625,"test","Frankland"
"224",16,"Non-euc Suppressed",0.484759521484375,"test","Frankland"
"225",17,"Eucalyptus diversicolor Co/dominant",0.452886962890625,"test","Frankland"
"226",17,"Eucalyptus diversicolor Suppressed",0.781988525390625,"test","Frankland"
"227",17,"Eucalyptus guilfoylei Suppressed",0.730389404296875,"test","Frankland"
"228",17,"Non-euc Suppressed",0.69833984375,"test","Frankland"
"229",18,"Eucalyptus diversicolor Co/dominant",0.473004150390625,"test","Frankland"
"230",18,"Eucalyptus diversicolor Suppressed",0.769146728515625,"test","Frankland"
"231",18,"Eucalyptus guilfoylei Suppressed",0.610076904296875,"test","Frankland"
"232",18,"Non-euc Suppressed",0.4776123046875,"test","Frankland"
"233",19,"Eucalyptus diversicolor Co/dominant",0.395343017578125,"test","Frankland"
"234",19,"Eucalyptus diversicolor Suppressed",0.803656005859375,"test","Frankland"
"235",19,"Eucalyptus guilfoylei Suppressed",0.634326171875,"test","Frankland"
"236",19,"Non-euc Suppressed",0.550360107421875,"test","Frankland"
"237",20,"Eucalyptus diversicolor Co/dominant",0.435797119140625,"test","Frankland"
"238",20,"Eucalyptus diversicolor Suppressed",0.770654296875,"test","Frankland"
"239",20,"Eucalyptus guilfoylei Suppressed",0.64561767578125,"test","Frankland"
"240",20,"Non-euc Suppressed",0.5728271484375,"test","Frankland"
"241",1,"Eucalyptus diversicolor Co/dominant",0.661935424804687,"train","Collins"
"242",1,"Eucalyptus diversicolor Suppressed",0.665750558035714,"train","Collins"
"243",1,"Non-euc Suppressed",0.707510375976563,"train","Collins"
