"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","site","range_ci","size_from","size_to","species_from","species_to","size_int","georegion","sig","class_from","class_to","class_int","group"
"78","Trymalium odoratissimum small","Trymalium odoratissimum small",0.218885522699548,0.0378266366490808,0.399944408750016,0.214410393940919,0.223360651458177,0.0923786801587361,"Carey",0.362117772100935,"small","small","Trymalium odoratissimum","Trymalium odoratissimum","small_small","N_WA",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"79","Allocasuarina decussata large","Allocasuarina decussata large",-0.162926241592868,-0.488692660633347,0.162840177447611,-0.170336776805256,-0.15551570638048,0.166210410808608,"Dombakup",0.651532838080957,"large","large","Allocasuarina decussata","Allocasuarina decussata","large_large","N_WA",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"80","Allocasuarina decussata small","Allocasuarina decussata large",-0.015914009650806,-0.128639316673968,0.0968112973723563,-0.0185039364074767,-0.0133240828941354,0.0575139685791806,"Dombakup",0.225450614046325,"small","large","Allocasuarina decussata","Allocasuarina decussata","small_large","N_WA",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"81","Eucalyptus diversicolor large","Allocasuarina decussata large",0.226953183627041,-0.0867399432620986,0.54064631051618,0.222331668574895,0.231574698679187,0.160050454683612,"Dombakup",0.627386253778279,"large","large","Eucalyptus diversicolor","Allocasuarina decussata","large_large","N_WA",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"82","Eucalyptus diversicolor small","Allocasuarina decussata large",-0.147466360006771,-0.355254194514245,0.0603214745007021,-0.150873794844702,-0.144058925168841,0.106016149350946,"Dombakup",0.415575669014947,"small","large","Eucalyptus diversicolor","Allocasuarina decussata","small_large","N_WA",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"83","Trymalium odoratissimum small","Allocasuarina decussata large",-0.177198971642335,-0.351250937031291,-0.00314700625337838,-0.180645722706815,-0.173752220577855,0.0888036549456297,"Dombakup",0.348103930777913,"small","large","Trymalium odoratissimum","Allocasuarina decussata","small_large","N_WA",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"84","Allocasuarina decussata small","Allocasuarina decussata small",0.401501730199646,0.283524548560572,0.51947891183872,0.391588439735551,0.411415020663741,0.0601935456823,"Dombakup",0.235954363278149,"small","small","Allocasuarina decussata","Allocasuarina decussata","small_small","N_WA",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"85","Eucalyptus diversicolor large","Allocasuarina decussata small",0.00670194985585431,-0.185974174769291,0.199378074481,0.00367752719180622,0.00972637251990241,0.0983059516118408,"Dombakup",0.38535224925029,"large","small","Eucalyptus diversicolor","Allocasuarina decussata","large_small","N_WA",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"86","Eucalyptus diversicolor small","Allocasuarina decussata small",0.0261082951722651,-0.0714109507903471,0.123627541134877,0.0233214809410204,0.0288951094035097,0.04975563159927,"Dombakup",0.195038491925224,"small","small","Eucalyptus diversicolor","Allocasuarina decussata","small_small","N_WA",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"87","Trymalium odoratissimum small","Allocasuarina decussata small",-0.0101141634949645,-0.0750594378105449,0.0548311108206158,-0.0135708692234985,-0.00665745776643063,0.0331359529194722,"Dombakup",0.129890548631161,"small","small","Trymalium odoratissimum","Allocasuarina decussata","small_small","N_WA",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"88","Eucalyptus diversicolor large","Eucalyptus diversicolor large",-0.348045184893985,-0.863934899202846,0.167844529414876,-0.353988397789066,-0.342101971998903,0.263213874529396,"Dombakup",1.03177942861772,"large","large","Eucalyptus diversicolor","Eucalyptus diversicolor","large_large","N_WA",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"89","Eucalyptus diversicolor small","Eucalyptus diversicolor large",0.192081696127607,-0.116893471068619,0.501056863323833,0.188205753342602,0.195957638912612,0.157643288159059,"Dombakup",0.617950334392452,"small","large","Eucalyptus diversicolor","Eucalyptus diversicolor","small_large","N_WA",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"90","Trymalium odoratissimum small","Eucalyptus diversicolor large",0.0811545915692617,-0.0690475532887874,0.231356736427311,0.0778582179046277,0.0844509652338956,0.0766351555655229,"Dombakup",0.300404289716098,"small","large","Trymalium odoratissimum","Eucalyptus diversicolor","small_large","N_WA",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"91","Eucalyptus diversicolor small","Eucalyptus diversicolor small",-0.00675214898548921,-0.313272822202343,0.299768524231365,-0.0126098253085844,-0.000894472662394043,0.156390972300843,"Dombakup",0.613041346433708,"small","small","Eucalyptus diversicolor","Eucalyptus diversicolor","small_small","N_WA",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"92","Trymalium odoratissimum small","Eucalyptus diversicolor small",-0.0969499131884817,-0.237376532842272,0.0434767064653089,-0.100602214063842,-0.0932976123131214,0.0716475510578041,"Dombakup",0.280853239307581,"small","small","Trymalium odoratissimum","Eucalyptus diversicolor","small_small","N_WA",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"93","Trymalium odoratissimum small","Trymalium odoratissimum small",0.37223034751192,0.161764877321049,0.58269581770279,0.362924296443254,0.381536398580586,0.107382315109357,"Dombakup",0.420930940381741,"small","small","Trymalium odoratissimum","Trymalium odoratissimum","small_small","N_WA",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"94","Acacia melanoxylon large","Acacia melanoxylon large",-0.443228948547226,-1.20613279819539,0.319674901100939,-0.452004684781891,-0.434453212312561,0.389243810430117,"Dip",1.52580769929633,"large","large","Acacia melanoxylon","Acacia melanoxylon","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"95","Acacia melanoxylon small","Acacia melanoxylon large",0.328150785849028,-0.233820822781606,0.890122394479662,0.322503481322782,0.333798090375274,0.286725477132944,"Dip",1.12394321726127,"small","large","Acacia melanoxylon","Acacia melanoxylon","small_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"96","Eucalyptus obliqua large","Acacia melanoxylon large",-0.489696862043954,-1.24607314557065,0.266679421482745,-0.497609230324611,-0.481784493763296,0.385913358353979,"Dip",1.5127525670534,"large","large","Eucalyptus obliqua","Acacia melanoxylon","large_large","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"97","Eucalyptus obliqua small","Acacia melanoxylon large",-0.462367549755785,-0.965578921475751,0.0408438219641817,-0.46818817579123,-0.456546923720339,0.256745213529041,"Dip",1.00642274343993,"small","large","Eucalyptus obliqua","Acacia melanoxylon","small_large","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"98","Misc_small","Acacia melanoxylon large",0.184107278698704,-0.264785190498899,0.632999747896307,0.178457845354683,0.189756712042725,0.229030978496753,"Dip",0.897784938395205,"small","large","Misc","Acacia melanoxylon","small_large","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.large"
"99","Pomaderris apetala large","Acacia melanoxylon large",0.177423812836706,-0.146368906689245,0.501216532362658,0.170492730475996,0.184354895197417,0.165203402756371,"Dip",0.647585439051903,"large","large","Pomaderris apetala","Acacia melanoxylon","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"100","Pomaderris apetala small","Acacia melanoxylon large",-0.0321871593168116,-0.150998542817653,0.0866242241840296,-0.0349355056043144,-0.0294388130293089,0.060619166697965,"Dip",0.237622767001682,"small","large","Pomaderris apetala","Acacia melanoxylon","small_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"101","Acacia melanoxylon small","Acacia melanoxylon small",-0.309656999731969,-0.789396893615616,0.170082894151678,-0.316471221099234,-0.302842778364703,0.244769749683042,"Dip",0.959479787767294,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"102","Eucalyptus obliqua large","Acacia melanoxylon small",0.37492564704636,-0.253080733205863,1.00293202729858,0.367497431365952,0.382353862726769,0.320417306239225,"Dip",1.25601276050445,"large","small","Eucalyptus obliqua","Acacia melanoxylon","large_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"103","Eucalyptus obliqua small","Acacia melanoxylon small",0.0689870598763158,-0.27074432847407,0.408718448226701,0.0650510500066993,0.0729230697459322,0.173335526076062,"Dip",0.679462776700771,"small","small","Eucalyptus obliqua","Acacia melanoxylon","small_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"104","Misc_small","Acacia melanoxylon small",-0.0373368476092722,-0.399503728984279,0.324830033765735,-0.0421828354571893,-0.0324908597613552,0.184782416529963,"Dip",0.724333762750014,"small","small","Misc","Acacia melanoxylon","small_small","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"105","Pomaderris apetala large","Acacia melanoxylon small",-0.264883607981834,-0.537375609444509,0.00760839348084003,-0.269772698599213,-0.259994517364456,0.139029086050589,"Dip",0.544984002925349,"large","small","Pomaderris apetala","Acacia melanoxylon","large_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"106","Pomaderris apetala small","Acacia melanoxylon small",-0.00277789166277246,-0.091250952706144,0.0856951693805991,-0.00470133108289861,-0.000854452242646321,0.0451401463196445,"Dip",0.176946122086743,"small","small","Pomaderris apetala","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"107","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.755400606174795,-2.10521778901247,0.594416576662883,-0.769165193372698,-0.741636018976891,0.688694891071909,"Dip",2.69963436567535,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"108","Eucalyptus obliqua small","Eucalyptus obliqua large",-0.0709999387101222,-0.621975798378112,0.479975920957867,-0.0766151789081759,-0.0653846985120685,0.281115298043238,"Dip",1.10195171933598,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"109","Misc_small","Eucalyptus obliqua large",0.436441529230011,-0.24731617821481,1.12019923667483,0.428498454687799,0.444384603772224,0.348862383614298,"Dip",1.36751541488964,"small","large","Misc","Eucalyptus obliqua","small_large","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"110","Pomaderris apetala large","Eucalyptus obliqua large",0.130977047315979,-0.287639478996884,0.549593573628842,0.123555323415216,0.138398771216742,0.213583785015876,"Dip",0.837233052625725,"large","large","Pomaderris apetala","Eucalyptus obliqua","large_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"111","Pomaderris apetala small","Eucalyptus obliqua large",0.0514123488164777,-0.0815369748227665,0.184361672455722,0.0488078150817622,0.0540168825511931,0.0678325340097734,"Dip",0.265898647278488,"small","large","Pomaderris apetala","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"112","Eucalyptus obliqua small","Eucalyptus obliqua small",-0.150419155894557,-0.574867125876269,0.274028814087154,-0.15616148962198,-0.144676822167135,0.216559066049021,"Dip",0.848895939963423,"small","small","Eucalyptus obliqua","Eucalyptus obliqua","small_small","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"113","Misc_small","Eucalyptus obliqua small",0.0493427654070891,-0.311793886929108,0.410479417743286,0.0446244281794477,0.0540611026347305,0.184256779810648,"Dip",0.722273304672394,"small","small","Misc","Eucalyptus obliqua","small_small","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"114","Pomaderris apetala large","Eucalyptus obliqua small",0.0491899167578425,-0.19394951123063,0.292329344746315,0.0444868285664425,0.0538930049492424,0.124053008068682,"Dip",0.486278855976945,"large","small","Pomaderris apetala","Eucalyptus obliqua","large_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"115","Pomaderris apetala small","Eucalyptus obliqua small",-0.0195339294157591,-0.098434986333486,0.0593671275019679,-0.0213851992847573,-0.0176826595467608,0.0402563810050023,"Dip",0.157802113835454,"small","small","Pomaderris apetala","Eucalyptus obliqua","small_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"116","Misc_small","Misc_small",-0.131458077211469,-0.745016241005876,0.482100086582938,-0.140771296111502,-0.122144858311436,0.313045631773888,"Dip",1.22711632758881,"small","small","Misc","Misc","small_small","o_TAS",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
"117","Pomaderris apetala large","Misc_small",0.0172794206225652,-0.23382324709524,0.26838208834037,0.0117486086570418,0.0228102325880886,0.128115960139304,"Dip",0.50220533543561,"large","small","Pomaderris apetala","Misc","large_small","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.large"
"118","Pomaderris apetala small","Misc_small",-0.0745343520307062,-0.162269327595237,0.0132006235338244,-0.0770378611994663,-0.0720308428619461,0.0447635651759792,"Dip",0.175469951129061,"small","small","Pomaderris apetala","Misc","small_small","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.small"
"119","Pomaderris apetala large","Pomaderris apetala large",0.0660112845655753,-0.17162627735416,0.303648846485311,0.0583403194237369,0.0736822497074137,0.121245881962215,"Dip",0.475275123839471,"large","large","Pomaderris apetala","Pomaderris apetala","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"120","Pomaderris apetala small","Pomaderris apetala large",0.105564673190755,0.0338963956085776,0.177232950772932,0.102152052185268,0.108977294196242,0.0365661196570383,"Dip",0.143336555164354,"small","large","Pomaderris apetala","Pomaderris apetala","small_large","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"121","Pomaderris apetala small","Pomaderris apetala small",0.512550875632649,0.416882356482226,0.608219394783072,0.494407859363681,0.530693891901617,0.0488113658745998,"Dip",0.191337038300846,"small","small","Pomaderris apetala","Pomaderris apetala","small_small","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"122","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.63646017881464,-1.05776816330632,-0.21515219432296,-0.650888170434859,-0.622032187194422,0.214957003197459,"ZigZag",0.84261596898336,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","o_TAS",1,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"123","Eucalyptus obliqua small","Eucalyptus obliqua large",-0.102718495729133,-0.289032765441885,0.0835957739836196,-0.108174485701636,-0.0972625057566295,0.0950600476245358,"ZigZag",0.372628539425505,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"124","Misc_small","Eucalyptus obliqua large",-0.254516022909853,-0.575823174795841,0.0667911289761348,-0.260752593889449,-0.248279451930258,0.163935232698365,"ZigZag",0.642614303771976,"small","large","Misc","Eucalyptus obliqua","small_large","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"125","Nematolepis squamea large","Eucalyptus obliqua large",0.216525737091431,-0.175743400982831,0.608794875165693,0.208561253056152,0.22449022112671,0.200140992981724,"ZigZag",0.784538276148524,"large","large","Nematolepis squamea","Eucalyptus obliqua","large_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"126","Nematolepis squamea small","Eucalyptus obliqua large",0.17076266328177,0.0340820490802481,0.307443277483292,0.165079432486454,0.176445894077085,0.0697362886663434,"ZigZag",0.273361228403044,"small","large","Nematolepis squamea","Eucalyptus obliqua","small_large","o_TAS",1,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
