,from,to,alpha,lo,hi,lo_numerical,hi_numerical,Potential,site,range_ci,size_from,size_to,species_from,species_to,size_int,georegion,region,sig,class_from,class_to,class_int
936,Eucalyptus delegatensis large,Eucalyptus delegatensis large,-0.952385469,-2.214654319,0.30988338,-0.967677518,-0.937093421,Potential 1,Caveside,2.524537699,large,large,Eucalyptus delegatensis,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
937,Eucalyptus delegatensis small,Eucalyptus delegatensis large,0.155182149,-0.221512018,0.531876315,0.14803173,0.162332567,Potential 1,Caveside,0.753388332,small,large,Eucalyptus delegatensis,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
938,Eucalyptus obliqua large,Eucalyptus delegatensis large,-0.56608723,-1.603678778,0.471504317,-0.579974541,-0.552199919,Potential 1,Caveside,2.075183095,large,large,Eucalyptus obliqua,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
939,Eucalyptus obliqua small,Eucalyptus delegatensis large,-0.022808797,-0.379935224,0.33431763,-0.027716048,-0.017901545,Potential 1,Caveside,0.714252854,small,large,Eucalyptus obliqua,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
940,Nothofagus cunninghamii large,Eucalyptus delegatensis large,0.208369757,-0.410661072,0.827400585,0.1971002,0.219639313,Potential 1,Caveside,1.238061657,large,large,Nothofagus cunninghamii,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
941,Nothofagus cunninghamii small,Eucalyptus delegatensis large,0.039374003,-0.16000319,0.238751196,0.034601307,0.044146698,Potential 1,Caveside,0.398754387,small,large,Nothofagus cunninghamii,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
942,Pomaderris apetala large,Eucalyptus delegatensis large,-0.07137683,-0.337200306,0.194446646,-0.077735335,-0.065018324,Potential 1,Caveside,0.531646952,large,large,Pomaderris apetala,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
943,Pomaderris apetala small,Eucalyptus delegatensis large,0.138968719,-0.029239239,0.307176678,0.135991695,0.141945743,Potential 1,Caveside,0.336415917,small,large,Pomaderris apetala,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
944,Eucalyptus delegatensis small,Eucalyptus delegatensis small,0.146998237,-0.125106283,0.419102756,0.137263776,0.156732697,Potential 1,Caveside,0.544209038,small,small,Eucalyptus delegatensis,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
945,Eucalyptus obliqua large,Eucalyptus delegatensis small,-0.201837017,-0.523297254,0.119623219,-0.210023422,-0.193650612,Potential 1,Caveside,0.642920473,large,small,Eucalyptus obliqua,Eucalyptus delegatensis,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
946,Eucalyptus obliqua small,Eucalyptus delegatensis small,0.078365038,-0.091763814,0.248493889,0.073860537,0.082869538,Potential 1,Caveside,0.340257702,small,small,Eucalyptus obliqua,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
947,Nothofagus cunninghamii large,Eucalyptus delegatensis small,-0.057628677,-0.272645875,0.157388521,-0.065732839,-0.049524515,Potential 1,Caveside,0.430034396,large,small,Nothofagus cunninghamii,Eucalyptus delegatensis,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
948,Nothofagus cunninghamii small,Eucalyptus delegatensis small,0.069619315,-0.047990123,0.187228753,0.064289089,0.074949542,Potential 1,Caveside,0.235218876,small,small,Nothofagus cunninghamii,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
949,Pomaderris apetala large,Eucalyptus delegatensis small,0.027282444,-0.1224155,0.176980389,0.021358513,0.033206376,Potential 1,Caveside,0.299395889,large,small,Pomaderris apetala,Eucalyptus delegatensis,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
950,Pomaderris apetala small,Eucalyptus delegatensis small,0.034239155,-0.026715758,0.095194068,0.031923937,0.036554373,Potential 1,Caveside,0.121909826,small,small,Pomaderris apetala,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
951,Eucalyptus obliqua large,Eucalyptus obliqua large,-0.483819845,-1.628644203,0.661004514,-0.502246361,-0.465393328,Potential 1,Caveside,2.289648718,large,large,Eucalyptus obliqua,Eucalyptus obliqua,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
952,Eucalyptus obliqua small,Eucalyptus obliqua large,0.387757501,-0.044419701,0.819934704,0.377962124,0.397552879,Potential 1,Caveside,0.864354405,small,large,Eucalyptus obliqua,Eucalyptus obliqua,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
953,Nothofagus cunninghamii large,Eucalyptus obliqua large,0.225560279,-0.227573173,0.678693731,0.216399952,0.234720606,Potential 1,Caveside,0.906266905,large,large,Nothofagus cunninghamii,Eucalyptus obliqua,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
954,Nothofagus cunninghamii small,Eucalyptus obliqua large,-0.017780188,-0.215573749,0.180013374,-0.022230912,-0.013329463,Potential 1,Caveside,0.395587124,small,large,Nothofagus cunninghamii,Eucalyptus obliqua,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
955,Pomaderris apetala large,Eucalyptus obliqua large,-0.029780473,-0.219592941,0.160031995,-0.035697384,-0.023863562,Potential 1,Caveside,0.379624935,large,large,Pomaderris apetala,Eucalyptus obliqua,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
956,Pomaderris apetala small,Eucalyptus obliqua large,0.191658595,0.036624729,0.346692462,0.187617858,0.195699333,Potential 1,Caveside,0.310067733,small,large,Pomaderris apetala,Eucalyptus obliqua,small_large,d_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
957,Eucalyptus obliqua small,Eucalyptus obliqua small,0.068839452,-0.293070427,0.43074933,0.057827343,0.07985156,Potential 1,Caveside,0.723819758,small,small,Eucalyptus obliqua,Eucalyptus obliqua,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
958,Nothofagus cunninghamii large,Eucalyptus obliqua small,-0.035804313,-0.251689975,0.18008135,-0.04050453,-0.031104095,Potential 1,Caveside,0.431771324,large,small,Nothofagus cunninghamii,Eucalyptus obliqua,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
959,Nothofagus cunninghamii small,Eucalyptus obliqua small,-0.008483495,-0.118686127,0.101719136,-0.011307217,-0.005659773,Potential 1,Caveside,0.220405263,small,small,Nothofagus cunninghamii,Eucalyptus obliqua,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
960,Pomaderris apetala large,Eucalyptus obliqua small,-0.050666862,-0.16219675,0.060863027,-0.054689759,-0.046643964,Potential 1,Caveside,0.223059777,large,small,Pomaderris apetala,Eucalyptus obliqua,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
961,Pomaderris apetala small,Eucalyptus obliqua small,-0.057698856,-0.125070781,0.009673069,-0.059473022,-0.05592469,Potential 1,Caveside,0.134743851,small,small,Pomaderris apetala,Eucalyptus obliqua,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
962,Nothofagus cunninghamii large,Nothofagus cunninghamii large,-0.101778898,-0.410676591,0.207118796,-0.117038964,-0.086518832,Potential 1,Caveside,0.617795387,large,large,Nothofagus cunninghamii,Nothofagus cunninghamii,large_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
963,Nothofagus cunninghamii small,Nothofagus cunninghamii large,0.025585206,-0.122706331,0.173876742,0.015779726,0.035390686,Potential 1,Caveside,0.296583073,small,large,Nothofagus cunninghamii,Nothofagus cunninghamii,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
964,Pomaderris apetala large,Nothofagus cunninghamii large,-0.170075833,-0.404143419,0.063991753,-0.177018417,-0.163133249,Potential 1,Caveside,0.468135172,large,large,Pomaderris apetala,Nothofagus cunninghamii,large_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
965,Pomaderris apetala small,Nothofagus cunninghamii large,-0.045646481,-0.111254998,0.019962036,-0.048335153,-0.042957809,Potential 1,Caveside,0.131217034,small,large,Pomaderris apetala,Nothofagus cunninghamii,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
966,Nothofagus cunninghamii small,Nothofagus cunninghamii small,0.28743999,0.099391382,0.475488599,0.265814027,0.309065954,Potential 1,Caveside,0.376097217,small,small,Nothofagus cunninghamii,Nothofagus cunninghamii,small_small,d_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
967,Pomaderris apetala large,Nothofagus cunninghamii small,0.048882959,-0.060167766,0.157933685,0.045165595,0.052600324,Potential 1,Caveside,0.218101451,large,small,Pomaderris apetala,Nothofagus cunninghamii,large_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
968,Pomaderris apetala small,Nothofagus cunninghamii small,-0.057010615,-0.090660938,-0.023360291,-0.059202783,-0.054818447,Potential 1,Caveside,0.067300647,small,small,Pomaderris apetala,Nothofagus cunninghamii,small_small,d_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
969,Pomaderris apetala large,Pomaderris apetala large,0.296540341,0.091576466,0.501504215,0.282661381,0.310419301,Potential 1,Caveside,0.409927749,large,large,Pomaderris apetala,Pomaderris apetala,large_large,d_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
970,Pomaderris apetala small,Pomaderris apetala large,0.022781601,-0.030417856,0.075981058,0.020173217,0.025389985,Potential 1,Caveside,0.106398915,small,large,Pomaderris apetala,Pomaderris apetala,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
971,Pomaderris apetala small,Pomaderris apetala small,0.426600142,0.317909544,0.53529074,0.404893169,0.448307115,Potential 1,Caveside,0.217381196,small,small,Pomaderris apetala,Pomaderris apetala,small_small,d_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
972,Acacia melanoxylon small,Acacia melanoxylon small,0.29016781,0.103297352,0.477038268,0.282058873,0.298276747,Potential 1,Flowerdale,0.373740916,small,small,Acacia melanoxylon,Acacia melanoxylon,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
973,Eucalyptus obliqua large,Acacia melanoxylon small,0.115573863,-0.106772677,0.337920404,0.111383251,0.119764476,Potential 1,Flowerdale,0.44469308,large,small,Eucalyptus obliqua,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
974,Eucalyptus obliqua small,Acacia melanoxylon small,0.047631811,-0.107207467,0.202471089,0.043246362,0.05201726,Potential 1,Flowerdale,0.309678556,small,small,Eucalyptus obliqua,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
975,Nematolepis squamea large,Acacia melanoxylon small,0.210386614,-0.446569158,0.867342387,0.201837077,0.218936152,Potential 1,Flowerdale,1.313911546,large,small,Nematolepis squamea,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
976,Nematolepis squamea small,Acacia melanoxylon small,-0.122363115,-0.31563162,0.07090539,-0.125971728,-0.118754501,Potential 1,Flowerdale,0.38653701,small,small,Nematolepis squamea,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
977,Pomaderris apetala small,Acacia melanoxylon small,0.095336238,-0.048805805,0.239478281,0.091165571,0.099506905,Potential 1,Flowerdale,0.288284086,small,small,Pomaderris apetala,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
978,Eucalyptus obliqua large,Eucalyptus obliqua large,-0.343280826,-0.712485212,0.02592356,-0.352150986,-0.334410666,Potential 1,Flowerdale,0.738408772,large,large,Eucalyptus obliqua,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
979,Eucalyptus obliqua small,Eucalyptus obliqua large,0.017283047,-0.15762805,0.192194144,0.012851546,0.021714549,Potential 1,Flowerdale,0.349822194,small,large,Eucalyptus obliqua,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
980,Nematolepis squamea large,Eucalyptus obliqua large,0.152954889,-0.400849908,0.706759687,0.144602399,0.16130738,Potential 1,Flowerdale,1.107609595,large,large,Nematolepis squamea,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
981,Nematolepis squamea small,Eucalyptus obliqua large,-0.006012321,-0.181318283,0.169293641,-0.009202991,-0.002821651,Potential 1,Flowerdale,0.350611924,small,large,Nematolepis squamea,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
982,Pomaderris apetala small,Eucalyptus obliqua large,-0.020434334,-0.14286628,0.101997613,-0.02369122,-0.017177447,Potential 1,Flowerdale,0.244863894,small,large,Pomaderris apetala,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
983,Eucalyptus obliqua small,Eucalyptus obliqua small,0.012765609,-0.189516101,0.215047318,0.005278231,0.020252986,Potential 1,Flowerdale,0.404563419,small,small,Eucalyptus obliqua,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
984,Nematolepis squamea large,Eucalyptus obliqua small,-0.11701836,-0.445358892,0.211322172,-0.121941921,-0.112094798,Potential 1,Flowerdale,0.656681064,large,small,Nematolepis squamea,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
985,Nematolepis squamea small,Eucalyptus obliqua small,-0.017579488,-0.136598063,0.101439087,-0.020150594,-0.015008381,Potential 1,Flowerdale,0.23803715,small,small,Nematolepis squamea,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
986,Pomaderris apetala small,Eucalyptus obliqua small,-0.11240147,-0.198280853,-0.026522088,-0.114832632,-0.109970308,Potential 1,Flowerdale,0.171758764,small,small,Pomaderris apetala,Eucalyptus obliqua,small_small,o_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
987,Nematolepis squamea large,Nematolepis squamea large,-1.229697335,-2.789840235,0.330445565,-1.254319201,-1.205075469,Potential 1,Flowerdale,3.120285799,large,large,Nematolepis squamea,Nematolepis squamea,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
988,Nematolepis squamea small,Nematolepis squamea large,0.416025311,-0.140944895,0.972995516,0.407505411,0.42454521,Potential 1,Flowerdale,1.11394041,small,large,Nematolepis squamea,Nematolepis squamea,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
989,Pomaderris apetala small,Nematolepis squamea large,-0.224930175,-0.639912091,0.190051742,-0.229682049,-0.2201783,Potential 1,Flowerdale,0.829963834,small,large,Pomaderris apetala,Nematolepis squamea,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
990,Nematolepis squamea small,Nematolepis squamea small,0.308628733,0.141789031,0.475468434,0.300372743,0.316884722,Potential 1,Flowerdale,0.333679404,small,small,Nematolepis squamea,Nematolepis squamea,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
991,Pomaderris apetala small,Nematolepis squamea small,0.050795579,-0.081589251,0.18318041,0.047995067,0.053596092,Potential 1,Flowerdale,0.264769661,small,small,Pomaderris apetala,Nematolepis squamea,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
992,Pomaderris apetala small,Pomaderris apetala small,0.360338198,0.22497196,0.495704435,0.34637143,0.374304965,Potential 1,Flowerdale,0.270732475,small,small,Pomaderris apetala,Pomaderris apetala,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
993,Acacia melanoxylon small,Acacia melanoxylon small,0.059688405,-0.204033118,0.323409929,0.054463626,0.064913184,Potential 1,Lardner,0.527443048,small,small,Acacia melanoxylon,Acacia melanoxylon,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
994,Eucalyptus regnans large,Acacia melanoxylon small,0.218342995,-0.026534826,0.463220816,0.21422869,0.2224573,Potential 1,Lardner,0.489755642,large,small,Eucalyptus regnans,Acacia melanoxylon,large_small,S_VIC,SE_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
995,Eucalyptus regnans small,Acacia melanoxylon small,0.074274872,-0.108513608,0.257063353,0.070795702,0.077754043,Potential 1,Lardner,0.365576961,small,small,Eucalyptus regnans,Acacia melanoxylon,small_small,S_VIC,SE_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
996,Hedycarya angustifolia small,Acacia melanoxylon small,-0.198133072,-0.409824516,0.013558372,-0.201697986,-0.194568159,Potential 1,Lardner,0.423382888,small,small,Hedycarya angustifolia,Acacia melanoxylon,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
997,Nematolepis squamea subsp squamea large,Acacia melanoxylon small,-0.171661072,-0.457509429,0.114187286,-0.176031373,-0.16729077,Potential 1,Lardner,0.571696715,large,small,Nematolepis squamea,Acacia melanoxylon,large_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
998,Nematolepis squamea subsp squamea small,Acacia melanoxylon small,-0.073263002,-0.206685875,0.060159871,-0.07576085,-0.070765153,Potential 1,Lardner,0.266845746,small,small,Nematolepis squamea,Acacia melanoxylon,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
999,Olearia argophylla large,Acacia melanoxylon small,-0.184143504,-0.396756196,0.028469189,-0.187088629,-0.181198378,Potential 1,Lardner,0.425225385,large,small,Olearia argophylla,Acacia melanoxylon,large_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1000,Olearia argophylla small,Acacia melanoxylon small,0.010525662,-0.099727903,0.120779228,0.008268903,0.012782422,Potential 1,Lardner,0.220507131,small,small,Olearia argophylla,Acacia melanoxylon,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1001,Eucalyptus regnans large,Eucalyptus regnans large,-0.418990797,-0.876922684,0.03894109,-0.427269901,-0.410711692,Potential 1,Lardner,0.915863774,large,large,Eucalyptus regnans,Eucalyptus regnans,large_large,S_VIC,SE_AUS,NA,Canopy,Canopy,Canopy_Canopy
1002,Eucalyptus regnans small,Eucalyptus regnans large,-0.113381493,-0.334323486,0.1075605,-0.118011962,-0.108751025,Potential 1,Lardner,0.441883986,small,large,Eucalyptus regnans,Eucalyptus regnans,small_large,S_VIC,SE_AUS,NA,Canopy,Canopy,Canopy_Canopy
1003,Hedycarya angustifolia small,Eucalyptus regnans large,0.198442946,-0.091032296,0.487918188,0.192855015,0.204030876,Potential 1,Lardner,0.578950484,small,large,Hedycarya angustifolia,Eucalyptus regnans,small_large,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1004,Nematolepis squamea subsp squamea large,Eucalyptus regnans large,0.183023904,-0.126762092,0.492809901,0.177461373,0.188586436,Potential 1,Lardner,0.619571993,large,large,Nematolepis squamea,Eucalyptus regnans,large_large,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1005,Nematolepis squamea subsp squamea small,Eucalyptus regnans large,-0.042219668,-0.226917848,0.142478513,-0.045628069,-0.038811266,Potential 1,Lardner,0.369396361,small,large,Nematolepis squamea,Eucalyptus regnans,small_large,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1006,Olearia argophylla large,Eucalyptus regnans large,0.139786903,-0.097285137,0.376858943,0.135928967,0.143644838,Potential 1,Lardner,0.47414408,large,large,Olearia argophylla,Eucalyptus regnans,large_large,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1007,Olearia argophylla small,Eucalyptus regnans large,-0.131739033,-0.311289365,0.047811298,-0.135135961,-0.128342106,Potential 1,Lardner,0.359100662,small,large,Olearia argophylla,Eucalyptus regnans,small_large,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1008,Eucalyptus regnans small,Eucalyptus regnans small,-0.04399913,-0.337538693,0.249540432,-0.052118423,-0.035879838,Potential 1,Lardner,0.587079125,small,small,Eucalyptus regnans,Eucalyptus regnans,small_small,S_VIC,SE_AUS,NA,Canopy,Canopy,Canopy_Canopy
1009,Hedycarya angustifolia small,Eucalyptus regnans small,0.039168859,-0.183752123,0.262089841,0.034581513,0.043756205,Potential 1,Lardner,0.445841964,small,small,Hedycarya angustifolia,Eucalyptus regnans,small_small,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1010,Nematolepis squamea subsp squamea large,Eucalyptus regnans small,0.214117271,-0.047759644,0.475994187,0.207922763,0.220311779,Potential 1,Lardner,0.523753832,large,small,Nematolepis squamea,Eucalyptus regnans,large_small,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1011,Nematolepis squamea subsp squamea small,Eucalyptus regnans small,0.056498763,-0.084725114,0.19772264,0.052771176,0.060226349,Potential 1,Lardner,0.282447754,small,small,Nematolepis squamea,Eucalyptus regnans,small_small,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1012,Olearia argophylla large,Eucalyptus regnans small,0.232261685,0.007369415,0.457153956,0.226936374,0.237586996,Potential 1,Lardner,0.44978454,large,small,Olearia argophylla,Eucalyptus regnans,large_small,S_VIC,SE_AUS,1,Canopy,Subcanopy,Subcanopy_Canopy
1013,Olearia argophylla small,Eucalyptus regnans small,-0.035807936,-0.158286323,0.086670451,-0.038856728,-0.032759144,Potential 1,Lardner,0.244956774,small,small,Olearia argophylla,Eucalyptus regnans,small_small,S_VIC,SE_AUS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1014,Hedycarya angustifolia small,Hedycarya angustifolia small,-0.022153373,-0.322629801,0.278323056,-0.028380417,-0.015926329,Potential 1,Lardner,0.600952857,small,small,Hedycarya angustifolia,Hedycarya angustifolia,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1015,Nematolepis squamea subsp squamea large,Hedycarya angustifolia small,-0.058150909,-0.358828403,0.242526584,-0.062489673,-0.053812146,Potential 1,Lardner,0.601354987,large,small,Nematolepis squamea,Hedycarya angustifolia,large_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1016,Nematolepis squamea subsp squamea small,Hedycarya angustifolia small,-0.116524887,-0.280403511,0.047353737,-0.119465955,-0.11358382,Potential 1,Lardner,0.327757248,small,small,Nematolepis squamea,Hedycarya angustifolia,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1017,Olearia argophylla large,Hedycarya angustifolia small,-0.140339127,-0.366651244,0.08597299,-0.143984188,-0.136694065,Potential 1,Lardner,0.452624235,large,small,Olearia argophylla,Hedycarya angustifolia,large_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1018,Olearia argophylla small,Hedycarya angustifolia small,0.072963073,-0.058964797,0.204890943,0.069973868,0.075952279,Potential 1,Lardner,0.26385574,small,small,Olearia argophylla,Hedycarya angustifolia,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1019,Nematolepis squamea subsp squamea large,Nematolepis squamea subsp squamea large,0.079871876,-0.353996899,0.513740651,0.072450533,0.087293219,Potential 1,Lardner,0.86773755,large,large,Nematolepis squamea,Nematolepis squamea,large_large,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1020,Nematolepis squamea subsp squamea small,Nematolepis squamea subsp squamea large,-0.015732889,-0.195592807,0.164127029,-0.019267085,-0.012198694,Potential 1,Lardner,0.359719836,small,large,Nematolepis squamea,Nematolepis squamea,small_large,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1021,Olearia argophylla large,Nematolepis squamea subsp squamea large,-0.248654899,-0.58160134,0.084291542,-0.253833424,-0.243476374,Potential 1,Lardner,0.665892882,large,large,Olearia argophylla,Nematolepis squamea,large_large,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1022,Olearia argophylla small,Nematolepis squamea subsp squamea large,-0.098214759,-0.262161125,0.065731606,-0.100780374,-0.095649145,Potential 1,Lardner,0.32789273,small,large,Olearia argophylla,Nematolepis squamea,small_large,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1023,Nematolepis squamea subsp squamea small,Nematolepis squamea subsp squamea small,0.225422374,0.020452604,0.430392144,0.218167608,0.23267714,Potential 1,Lardner,0.40993954,small,small,Nematolepis squamea,Nematolepis squamea,small_small,S_VIC,SE_AUS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1024,Olearia argophylla large,Nematolepis squamea subsp squamea small,-0.108468859,-0.284548348,0.067610631,-0.111525297,-0.10541242,Potential 1,Lardner,0.352158978,large,small,Olearia argophylla,Nematolepis squamea,large_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1025,Olearia argophylla small,Nematolepis squamea subsp squamea small,-0.017001195,-0.113412033,0.079409642,-0.019275527,-0.014726863,Potential 1,Lardner,0.192821675,small,small,Olearia argophylla,Nematolepis squamea,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1026,Olearia argophylla large,Olearia argophylla large,0.167648115,-0.146019978,0.481316208,0.162113483,0.173182747,Potential 1,Lardner,0.627336187,large,large,Olearia argophylla,Olearia argophylla,large_large,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1027,Olearia argophylla small,Olearia argophylla large,0.029938621,-0.078936079,0.138813321,0.027490053,0.032387189,Potential 1,Lardner,0.2177494,small,large,Olearia argophylla,Olearia argophylla,small_large,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1028,Olearia argophylla small,Olearia argophylla small,0.151415615,-0.002947258,0.305778487,0.145384244,0.157446985,Potential 1,Lardner,0.308725746,small,small,Olearia argophylla,Olearia argophylla,small_small,S_VIC,SE_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1029,Atherosperma moschatum small,Atherosperma moschatum small,-0.0407887,-0.562846792,0.481269392,-0.04961905,-0.03195835,Potential 1,MtField,1.044116183,small,small,Atherosperma moschatum,Atherosperma moschatum,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
