,from,to,alpha,lo,hi,lo_numerical,hi_numerical,Potential,site,range_ci,size_from,size_to,species_from,species_to,size_int,georegion,region,sig,class_from,class_to,class_int
1030,Eucalyptus coccifera large,Atherosperma moschatum small,0.105902831,-0.422154068,0.633959729,0.096049027,0.115756634,Potential 1,MtField,1.056113796,large,small,Eucalyptus coccifera,Atherosperma moschatum,large_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
1031,Eucalyptus coccifera small,Atherosperma moschatum small,-0.003105837,-0.731572643,0.725360969,-0.01696661,0.010754936,Potential 1,MtField,1.456933612,small,small,Eucalyptus coccifera,Atherosperma moschatum,small_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
1032,Eucalyptus delegatensis large,Atherosperma moschatum small,0.201963335,-0.339995529,0.743922199,0.192838461,0.211088209,Potential 1,MtField,1.083917727,large,small,Eucalyptus delegatensis,Atherosperma moschatum,large_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
1033,Eucalyptus delegatensis small,Atherosperma moschatum small,-0.200760352,-0.579537934,0.178017229,-0.207850936,-0.193669769,Potential 1,MtField,0.757555163,small,small,Eucalyptus delegatensis,Atherosperma moschatum,small_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
1034,Eucalyptus subcrenulata large,Atherosperma moschatum small,-0.052911069,-0.592971493,0.487149355,-0.061514474,-0.044307664,Potential 1,MtField,1.080120848,large,small,Eucalyptus subcrenulata,Atherosperma moschatum,large_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
1035,Eucalyptus subcrenulata small,Atherosperma moschatum small,0.034874296,-0.322248162,0.391996754,0.028401011,0.041347581,Potential 1,MtField,0.714244916,small,small,Eucalyptus subcrenulata,Atherosperma moschatum,small_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
1036,Eucalyptus urnigera large,Atherosperma moschatum small,0.109945249,-0.512776085,0.732666583,0.100642577,0.119247921,Potential 1,MtField,1.245442668,large,small,Eucalyptus urnigera,Atherosperma moschatum,large_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
1037,Leptospermum lanigerum large,Atherosperma moschatum small,-0.201165745,-0.864160621,0.461829131,-0.209781235,-0.192550255,Potential 1,MtField,1.325989752,large,small,Leptospermum lanigerum,Atherosperma moschatum,large_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1038,Leptospermum lanigerum small,Atherosperma moschatum small,-0.046153045,-0.337536324,0.245230233,-0.052260188,-0.040045903,Potential 1,MtField,0.582766557,small,small,Leptospermum lanigerum,Atherosperma moschatum,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1039,Phyllocladus aspleniifolius large,Atherosperma moschatum small,0.013573525,-0.494985782,0.522132831,0.005514013,0.021633037,Potential 1,MtField,1.017118613,large,small,Phyllocladus aspleniifolius,Atherosperma moschatum,large_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1040,Phyllocladus aspleniifolius small,Atherosperma moschatum small,-0.183615744,-0.388028178,0.020796691,-0.188237183,-0.178994305,Potential 1,MtField,0.408824869,small,small,Phyllocladus aspleniifolius,Atherosperma moschatum,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1041,Pittosporum bicolor small,Atherosperma moschatum small,0.344391062,-0.130847798,0.819629923,0.334573508,0.354208617,Potential 1,MtField,0.950477721,small,small,Pittosporum bicolor,Atherosperma moschatum,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
1042,Eucalyptus coccifera large,Eucalyptus coccifera large,-0.920976662,-2.106309335,0.264356011,-0.941581621,-0.900371703,Potential 1,MtField,2.370665346,large,large,Eucalyptus coccifera,Eucalyptus coccifera,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1043,Eucalyptus coccifera small,Eucalyptus coccifera large,1.23122848,0.131372657,2.331084303,1.211119472,1.251337488,Potential 1,MtField,2.199711646,small,large,Eucalyptus coccifera,Eucalyptus coccifera,small_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
1044,Eucalyptus delegatensis large,Eucalyptus coccifera large,-1.123318597,-2.161461161,-0.085176034,-1.140465786,-1.106171408,Potential 1,MtField,2.076285127,large,large,Eucalyptus delegatensis,Eucalyptus coccifera,large_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
1045,Eucalyptus delegatensis small,Eucalyptus coccifera large,-0.435915995,-1.046708578,0.174876589,-0.446691654,-0.425140335,Potential 1,MtField,1.221585167,small,large,Eucalyptus delegatensis,Eucalyptus coccifera,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1046,Eucalyptus subcrenulata large,Eucalyptus coccifera large,0.563291977,-0.214936687,1.34152064,0.551254198,0.575329755,Potential 1,MtField,1.556457327,large,large,Eucalyptus subcrenulata,Eucalyptus coccifera,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1047,Eucalyptus subcrenulata small,Eucalyptus coccifera large,0.44542607,0.006845304,0.884006836,0.436879833,0.453972306,Potential 1,MtField,0.877161532,small,large,Eucalyptus subcrenulata,Eucalyptus coccifera,small_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
1048,Eucalyptus urnigera large,Eucalyptus coccifera large,-0.755502955,-1.729107976,0.218102065,-0.769994755,-0.741011156,Potential 1,MtField,1.947210041,large,large,Eucalyptus urnigera,Eucalyptus coccifera,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1049,Leptospermum lanigerum large,Eucalyptus coccifera large,0.772214696,-0.183899736,1.728329127,0.757409862,0.78701953,Potential 1,MtField,1.912228863,large,large,Leptospermum lanigerum,Eucalyptus coccifera,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1050,Leptospermum lanigerum small,Eucalyptus coccifera large,0.196042455,-0.215027205,0.607112114,0.187124915,0.204959994,Potential 1,MtField,0.822139318,small,large,Leptospermum lanigerum,Eucalyptus coccifera,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1051,Phyllocladus aspleniifolius large,Eucalyptus coccifera large,0.384422947,-0.261032305,1.029878199,0.372561883,0.39628401,Potential 1,MtField,1.290910504,large,large,Phyllocladus aspleniifolius,Eucalyptus coccifera,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1052,Phyllocladus aspleniifolius small,Eucalyptus coccifera large,-0.091272794,-0.364311837,0.181766249,-0.096900687,-0.085644901,Potential 1,MtField,0.546078086,small,large,Phyllocladus aspleniifolius,Eucalyptus coccifera,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1053,Pittosporum bicolor small,Eucalyptus coccifera large,0.085755156,-0.547353711,0.718864024,0.075205083,0.09630523,Potential 1,MtField,1.266217735,small,large,Pittosporum bicolor,Eucalyptus coccifera,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1054,Eucalyptus coccifera small,Eucalyptus coccifera small,-1.830588787,-3.446868727,-0.214308846,-1.863600949,-1.797576625,Potential 1,MtField,3.232559881,small,small,Eucalyptus coccifera,Eucalyptus coccifera,small_small,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
1055,Eucalyptus delegatensis large,Eucalyptus coccifera small,0.793240783,-0.097499865,1.683981431,0.776293673,0.810187892,Potential 1,MtField,1.781481296,large,small,Eucalyptus delegatensis,Eucalyptus coccifera,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1056,Eucalyptus delegatensis small,Eucalyptus coccifera small,0.07509319,-0.527995838,0.678182217,0.063896861,0.086289518,Potential 1,MtField,1.206178056,small,small,Eucalyptus delegatensis,Eucalyptus coccifera,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1057,Eucalyptus subcrenulata large,Eucalyptus coccifera small,-0.610047144,-1.613782494,0.393688206,-0.624815926,-0.595278361,Potential 1,MtField,2.0074707,large,small,Eucalyptus subcrenulata,Eucalyptus coccifera,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1058,Eucalyptus subcrenulata small,Eucalyptus coccifera small,-0.295131586,-0.819863421,0.22960025,-0.307080722,-0.283182449,Potential 1,MtField,1.049463671,small,small,Eucalyptus subcrenulata,Eucalyptus coccifera,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1059,Eucalyptus urnigera large,Eucalyptus coccifera small,0.93396085,-0.331064782,2.198986482,0.914235647,0.953686053,Potential 1,MtField,2.530051263,large,small,Eucalyptus urnigera,Eucalyptus coccifera,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1060,Leptospermum lanigerum large,Eucalyptus coccifera small,-0.925612273,-2.03314841,0.181923863,-0.945398558,-0.905825988,Potential 1,MtField,2.215072273,large,small,Leptospermum lanigerum,Eucalyptus coccifera,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1061,Leptospermum lanigerum small,Eucalyptus coccifera small,-0.1044524,-0.548969187,0.340064387,-0.115531035,-0.093373766,Potential 1,MtField,0.889033574,small,small,Leptospermum lanigerum,Eucalyptus coccifera,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1062,Phyllocladus aspleniifolius large,Eucalyptus coccifera small,-0.121674922,-0.966980975,0.72363113,-0.135923535,-0.10742631,Potential 1,MtField,1.690612105,large,small,Phyllocladus aspleniifolius,Eucalyptus coccifera,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1063,Phyllocladus aspleniifolius small,Eucalyptus coccifera small,0.179519952,-0.195977496,0.5550174,0.173295776,0.185744128,Potential 1,MtField,0.750994896,small,small,Phyllocladus aspleniifolius,Eucalyptus coccifera,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1064,Pittosporum bicolor small,Eucalyptus coccifera small,-0.618107276,-1.530777528,0.294562977,-0.632183346,-0.604031206,Potential 1,MtField,1.825340505,small,small,Pittosporum bicolor,Eucalyptus coccifera,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1065,Eucalyptus delegatensis large,Eucalyptus delegatensis large,-0.900958234,-1.730750895,-0.071165572,-0.919083841,-0.882832626,Potential 1,MtField,1.659585323,large,large,Eucalyptus delegatensis,Eucalyptus delegatensis,large_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
1066,Eucalyptus delegatensis small,Eucalyptus delegatensis large,0.329302618,-0.133372745,0.791977981,0.319331281,0.339273955,Potential 1,MtField,0.925350726,small,large,Eucalyptus delegatensis,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1067,Eucalyptus subcrenulata large,Eucalyptus delegatensis large,0.087723133,-0.492527316,0.667973582,0.074810967,0.100635299,Potential 1,MtField,1.160500898,large,large,Eucalyptus subcrenulata,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1068,Eucalyptus subcrenulata small,Eucalyptus delegatensis large,0.044581131,-0.303820089,0.392982352,0.036836004,0.052326259,Potential 1,MtField,0.696802442,small,large,Eucalyptus subcrenulata,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1069,Eucalyptus urnigera large,Eucalyptus delegatensis large,-0.305369803,-1.123588873,0.512849268,-0.320595329,-0.290144276,Potential 1,MtField,1.636438141,large,large,Eucalyptus urnigera,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1070,Leptospermum lanigerum large,Eucalyptus delegatensis large,0.8746792,0.05895575,1.690402651,0.85874343,0.89061497,Potential 1,MtField,1.631446901,large,large,Leptospermum lanigerum,Eucalyptus delegatensis,large_large,d_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
1071,Leptospermum lanigerum small,Eucalyptus delegatensis large,0.194665746,-0.135974197,0.525305689,0.185706768,0.203624724,Potential 1,MtField,0.661279886,small,large,Leptospermum lanigerum,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1072,Phyllocladus aspleniifolius large,Eucalyptus delegatensis large,0.168343848,-0.425653484,0.76234118,0.155581371,0.181106326,Potential 1,MtField,1.187994664,large,large,Phyllocladus aspleniifolius,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1073,Phyllocladus aspleniifolius small,Eucalyptus delegatensis large,0.083170469,-0.216282164,0.382623102,0.078204221,0.088136717,Potential 1,MtField,0.598905266,small,large,Phyllocladus aspleniifolius,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1074,Pittosporum bicolor small,Eucalyptus delegatensis large,-0.126133491,-0.608779499,0.356512516,-0.135557072,-0.116709911,Potential 1,MtField,0.965292015,small,large,Pittosporum bicolor,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1075,Eucalyptus delegatensis small,Eucalyptus delegatensis small,-0.398154545,-0.879411143,0.083102054,-0.408526015,-0.387783075,Potential 1,MtField,0.962513197,small,small,Eucalyptus delegatensis,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1076,Eucalyptus subcrenulata large,Eucalyptus delegatensis small,0.504404645,-0.025778373,1.034587662,0.493943893,0.514865396,Potential 1,MtField,1.060366035,large,small,Eucalyptus subcrenulata,Eucalyptus delegatensis,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1077,Eucalyptus subcrenulata small,Eucalyptus delegatensis small,0.206710736,-0.100073627,0.5134951,0.199789793,0.21363168,Potential 1,MtField,0.613568727,small,small,Eucalyptus subcrenulata,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1078,Eucalyptus urnigera large,Eucalyptus delegatensis small,-0.225336461,-0.925959523,0.475286601,-0.235786907,-0.214886015,Potential 1,MtField,1.401246124,large,small,Eucalyptus urnigera,Eucalyptus delegatensis,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1079,Leptospermum lanigerum large,Eucalyptus delegatensis small,-0.429523892,-0.941807783,0.08276,-0.438967683,-0.4200801,Potential 1,MtField,1.024567783,large,small,Leptospermum lanigerum,Eucalyptus delegatensis,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1080,Leptospermum lanigerum small,Eucalyptus delegatensis small,0.216637952,-0.02980941,0.463085314,0.20936654,0.223909364,Potential 1,MtField,0.492894724,small,small,Leptospermum lanigerum,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1081,Phyllocladus aspleniifolius large,Eucalyptus delegatensis small,0.562385478,0.077281995,1.047488962,0.550999815,0.573771142,Potential 1,MtField,0.970206967,large,small,Phyllocladus aspleniifolius,Eucalyptus delegatensis,large_small,d_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
1082,Phyllocladus aspleniifolius small,Eucalyptus delegatensis small,-0.223265559,-0.413011886,-0.033519232,-0.227631576,-0.218899542,Potential 1,MtField,0.379492653,small,small,Phyllocladus aspleniifolius,Eucalyptus delegatensis,small_small,d_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
1083,Pittosporum bicolor small,Eucalyptus delegatensis small,0.17302743,-0.11794675,0.464001609,0.165980151,0.180074709,Potential 1,MtField,0.581948359,small,small,Pittosporum bicolor,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1084,Eucalyptus subcrenulata large,Eucalyptus subcrenulata large,-1.015348701,-1.968665767,-0.062031636,-1.029278309,-1.001419094,Potential 1,MtField,1.906634131,large,large,Eucalyptus subcrenulata,Eucalyptus subcrenulata,large_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
1085,Eucalyptus subcrenulata small,Eucalyptus subcrenulata large,0.00166177,-0.470967812,0.474291352,-0.006297814,0.009621355,Potential 1,MtField,0.945259164,small,large,Eucalyptus subcrenulata,Eucalyptus subcrenulata,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1086,Eucalyptus urnigera large,Eucalyptus subcrenulata large,0.937731267,-0.093612992,1.969075525,0.923591402,0.951871132,Potential 1,MtField,2.062688517,large,large,Eucalyptus urnigera,Eucalyptus subcrenulata,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1087,Leptospermum lanigerum large,Eucalyptus subcrenulata large,0.468944082,-0.428123128,1.366011292,0.457114731,0.480773433,Potential 1,MtField,1.79413442,large,large,Leptospermum lanigerum,Eucalyptus subcrenulata,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1088,Leptospermum lanigerum small,Eucalyptus subcrenulata large,-0.192226224,-0.631880232,0.247427785,-0.200936073,-0.183516374,Potential 1,MtField,0.879308017,small,large,Leptospermum lanigerum,Eucalyptus subcrenulata,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1089,Phyllocladus aspleniifolius large,Eucalyptus subcrenulata large,0.070250567,-0.608782316,0.749283451,0.058059685,0.082441449,Potential 1,MtField,1.358065767,large,large,Phyllocladus aspleniifolius,Eucalyptus subcrenulata,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1090,Phyllocladus aspleniifolius small,Eucalyptus subcrenulata large,0.007546902,-0.274580842,0.289674646,0.002082198,0.013011605,Potential 1,MtField,0.564255488,small,large,Phyllocladus aspleniifolius,Eucalyptus subcrenulata,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1091,Pittosporum bicolor small,Eucalyptus subcrenulata large,0.196898638,-0.481204424,0.875001701,0.186557071,0.207240206,Potential 1,MtField,1.356206125,small,large,Pittosporum bicolor,Eucalyptus subcrenulata,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1092,Eucalyptus subcrenulata small,Eucalyptus subcrenulata small,-0.269424868,-0.696690116,0.15784038,-0.280823452,-0.258026284,Potential 1,MtField,0.854530497,small,small,Eucalyptus subcrenulata,Eucalyptus subcrenulata,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1093,Eucalyptus urnigera large,Eucalyptus subcrenulata small,-0.277535843,-0.823471175,0.268399489,-0.286827571,-0.268244116,Potential 1,MtField,1.091870664,large,small,Eucalyptus urnigera,Eucalyptus subcrenulata,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1094,Leptospermum lanigerum large,Eucalyptus subcrenulata small,-0.251571537,-0.673973692,0.170830618,-0.259159183,-0.243983891,Potential 1,MtField,0.84480431,large,small,Leptospermum lanigerum,Eucalyptus subcrenulata,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1095,Leptospermum lanigerum small,Eucalyptus subcrenulata small,-0.001712932,-0.214042535,0.210616671,-0.008106601,0.004680737,Potential 1,MtField,0.424659206,small,small,Leptospermum lanigerum,Eucalyptus subcrenulata,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1096,Phyllocladus aspleniifolius large,Eucalyptus subcrenulata small,-0.059426701,-0.472273863,0.353420462,-0.067127479,-0.051725922,Potential 1,MtField,0.825694325,large,small,Phyllocladus aspleniifolius,Eucalyptus subcrenulata,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1097,Phyllocladus aspleniifolius small,Eucalyptus subcrenulata small,-0.042813971,-0.20712204,0.121494098,-0.046790793,-0.038837149,Potential 1,MtField,0.328616138,small,small,Phyllocladus aspleniifolius,Eucalyptus subcrenulata,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1098,Pittosporum bicolor small,Eucalyptus subcrenulata small,0.164856921,-0.145196702,0.474910543,0.157480902,0.172232939,Potential 1,MtField,0.620107246,small,small,Pittosporum bicolor,Eucalyptus subcrenulata,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1099,Eucalyptus urnigera large,Eucalyptus urnigera large,-0.782388459,-2.11139697,0.546620051,-0.802398871,-0.762378048,Potential 1,MtField,2.658017022,large,large,Eucalyptus urnigera,Eucalyptus urnigera,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
1100,Leptospermum lanigerum large,Eucalyptus urnigera large,0.101101973,-0.827478515,1.02968246,0.088010504,0.114193441,Potential 1,MtField,1.857160975,large,large,Leptospermum lanigerum,Eucalyptus urnigera,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1101,Leptospermum lanigerum small,Eucalyptus urnigera large,-0.171597644,-0.664285798,0.32109051,-0.182493498,-0.16070179,Potential 1,MtField,0.985376308,small,large,Leptospermum lanigerum,Eucalyptus urnigera,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
1102,Phyllocladus aspleniifolius large,Eucalyptus urnigera large,-0.03575481,-1.024530624,0.953021003,-0.048773391,-0.022736229,Potential 1,MtField,1.977551628,large,large,Phyllocladus aspleniifolius,Eucalyptus urnigera,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
