"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","Potential","site","new_from","new_to","region","region2","sig","fill_col"
"240","Archontophoenix cunninghamiana","Allocasuarina torulosa",-0.0103483430971988,-0.234274504312119,0.213577818117721,-0.0150111095646375,-0.00568557662976007,0.114250140809332,"Potential 1","Bruxner","Archontophoenix cunninghamiana","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"326","Caldcluvia paniculosa","Allocasuarina torulosa",-0.101073695881749,-0.375037964092071,0.172890572328573,-0.105622085150914,-0.0965253066125847,0.139780256357421,"Potential 1","Bruxner","Caldcluvia paniculosa","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"423","Ceratopetalum apetalum","Allocasuarina torulosa",0.0386767859438787,-0.241847808416028,0.319201380303785,0.0337115561667754,0.0436420157209819,0.143127423040754,"Potential 1","Bruxner","Ceratopetalum apetalum","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"519","Eucalyptus grandis","Allocasuarina torulosa",0.165491656619392,-0.0896152171969395,0.420598530435724,0.159793856192369,0.171189457046416,0.130158959975072,"Potential 1","Bruxner","Eucalyptus grandis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"623","Geissois benthamii","Allocasuarina torulosa",-0.578420987462619,-1.49109922154529,0.334257246620055,-0.590122150505105,-0.566719824420134,0.46566071687121,"Potential 1","Bruxner","Geissois benthamii","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"710","Litsea australis","Allocasuarina torulosa",-0.0997413445300982,-0.724196682336431,0.524713993276234,-0.108575952679746,-0.0909067363804505,0.318605516597222,"Potential 1","Bruxner","Litsea australis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"814","Lophostemon sp.","Allocasuarina torulosa",-0.107502633487639,-0.371345959859507,0.156340692884229,-0.111876112208811,-0.103129154766467,0.134616415634691,"Potential 1","Bruxner","Lophostemon sp.","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"918","Niemeyeria whitei","Allocasuarina torulosa",0.283964466638973,-0.252292132125214,0.820221065403161,0.276485125820276,0.291443807457671,0.273605333054133,"Potential 1","Bruxner","Niemeyeria whitei","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"109","Schizomeria ovata","Allocasuarina torulosa",0.427461995839228,-0.232730781784035,1.08765477346249,0.419473019246136,0.435450972432319,0.336839239307854,"Potential 1","Bruxner","Schizomeria ovata","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1115","Syncarpia glomulifera subsp glabra","Allocasuarina torulosa",0.130899438050779,-0.233496920460349,0.495295796561908,0.124158421739372,0.137640454362187,0.185919925766718,"Potential 1","Bruxner","Syncarpia glomulifera","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1213","Unidentified tree","Allocasuarina torulosa",-0.0442312401156248,-0.340035532554333,0.251573052323083,-0.04989010816832,-0.0385723720629296,0.150923330618304,"Potential 1","Bruxner","Unidentified tree","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1410","Archontophoenix cunninghamiana","Archontophoenix cunninghamiana",0.241837767401401,0.0592605507648754,0.424414984037927,0.23048605430834,0.253189480494462,0.0931533528558033,"Potential 1","Bruxner","Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","N_NSW","N_AUS",1,"N_NSW"
"159","Caldcluvia paniculosa","Archontophoenix cunninghamiana",0.0373253429367528,-0.0752803359798126,0.149931021853318,0.0337241439327929,0.0409265419407127,0.0574529327093685,"Potential 1","Bruxner","Caldcluvia paniculosa","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"1611","Ceratopetalum apetalum","Archontophoenix cunninghamiana",0.0809829129806302,-0.0467039647528984,0.208669790714159,0.0762543851937716,0.0857114407674888,0.0651475632923393,"Potential 1","Bruxner","Ceratopetalum apetalum","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"175","Eucalyptus grandis","Archontophoenix cunninghamiana",-0.174821342359361,-0.266321225090902,-0.0833214596278199,-0.178655047608601,-0.170987637110121,0.04668447147666,"Potential 1","Bruxner","Eucalyptus grandis","Archontophoenix cunninghamiana","N_NSW","N_AUS",1,"N_NSW"
"185","Geissois benthamii","Archontophoenix cunninghamiana",-0.0176637741228043,-0.238726605433971,0.203399057188363,-0.0229897336914208,-0.0123378145541877,0.112789231360822,"Potential 1","Bruxner","Geissois benthamii","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"194","Litsea australis","Archontophoenix cunninghamiana",-0.046130620446715,-0.245608322607256,0.153347081713826,-0.0512831395334692,-0.0409781013599608,0.101776207998716,"Potential 1","Bruxner","Litsea australis","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"203","Lophostemon sp.","Archontophoenix cunninghamiana",-0.164647470933593,-0.3285302413769,-0.000764700490286874,-0.16869592860388,-0.160599013263307,0.0836151948382689,"Potential 1","Bruxner","Lophostemon sp.","Archontophoenix cunninghamiana","N_NSW","N_AUS",1,"N_NSW"
"2111","Niemeyeria whitei","Archontophoenix cunninghamiana",0.0716989511456327,-0.161993842973739,0.305391745265004,0.0669552069901055,0.0764426953011599,0.119233208346026,"Potential 1","Bruxner","Niemeyeria whitei","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"2212","Schizomeria ovata","Archontophoenix cunninghamiana",0.0762080238705574,-0.223542095411005,0.375958143152119,0.0707774536822925,0.0816385940588222,0.152936544572223,"Potential 1","Bruxner","Schizomeria ovata","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"2310","Syncarpia glomulifera subsp glabra","Archontophoenix cunninghamiana",0.0275205254677906,-0.152868081881851,0.207909132817432,0.0227130017451133,0.0323280491904679,0.0920366949456846,"Potential 1","Bruxner","Syncarpia glomulifera","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"245","Unidentified tree","Archontophoenix cunninghamiana",0.109114541847665,-0.0395181247767466,0.257747208472077,0.103051344443001,0.115177739252329,0.0758343866503708,"Potential 1","Bruxner","Unidentified tree","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"272","Caldcluvia paniculosa","Caldcluvia paniculosa",0.346767397236687,0.125387823066361,0.568146971407013,0.336181225063146,0.357353569410228,0.11295083782995,"Potential 1","Bruxner","Caldcluvia paniculosa","Caldcluvia paniculosa","N_NSW","N_AUS",1,"N_NSW"
"281","Ceratopetalum apetalum","Caldcluvia paniculosa",-0.0236860481707017,-0.163856691592915,0.116484595251511,-0.0264496928966993,-0.0209224034447041,0.0715169485398003,"Potential 1","Bruxner","Ceratopetalum apetalum","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"293","Eucalyptus grandis","Caldcluvia paniculosa",0.0612359678292507,-0.04873051682259,0.171202452481092,0.0576637506702718,0.0648081849882296,0.0561063802800676,"Potential 1","Bruxner","Eucalyptus grandis","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"303","Geissois benthamii","Caldcluvia paniculosa",-0.0965817571901105,-0.420304836693073,0.227141322312852,-0.101401441585988,-0.0917620727942332,0.165167871479501,"Potential 1","Bruxner","Geissois benthamii","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"3111","Litsea australis","Caldcluvia paniculosa",0.0332918704746469,-0.297174357366811,0.363758098316104,0.0284775264195704,0.0381062145297235,0.16860831650384,"Potential 1","Bruxner","Litsea australis","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"327","Lophostemon sp.","Caldcluvia paniculosa",-0.0105604467142123,-0.182707668814841,0.161586775386416,-0.0143025211012453,-0.00681837232717931,0.0878318292879378,"Potential 1","Bruxner","Lophostemon sp.","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"332","Niemeyeria whitei","Caldcluvia paniculosa",-0.0716050571438462,-0.380335756821788,0.237125642534095,-0.0765302628984366,-0.0666798513892558,0.15751855754145,"Potential 1","Bruxner","Niemeyeria whitei","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"342","Schizomeria ovata","Caldcluvia paniculosa",0.118959947432533,-0.178761787950604,0.416681682815671,0.11432975112278,0.123590143742287,0.151901635811438,"Potential 1","Bruxner","Schizomeria ovata","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"352","Syncarpia glomulifera subsp glabra","Caldcluvia paniculosa",-0.0182112098261073,-0.226984420778571,0.190562001126356,-0.0239704481785382,-0.0124519714736764,0.106518901673316,"Potential 1","Bruxner","Syncarpia glomulifera","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"364","Unidentified tree","Caldcluvia paniculosa",-0.0942872326637142,-0.228586145748613,0.0400116804211843,-0.09764643182016,-0.0909280335072684,0.0685211127062697,"Potential 1","Bruxner","Unidentified tree","Caldcluvia paniculosa","N_NSW","N_AUS",NA,NA
"40","Ceratopetalum apetalum","Ceratopetalum apetalum",0.300328977403258,0.103440174960304,0.497217779846211,0.289647233823778,0.311010720982738,0.100455316524175,"Potential 1","Bruxner","Ceratopetalum apetalum","Ceratopetalum apetalum","N_NSW","N_AUS",1,"N_NSW"
"4111","Eucalyptus grandis","Ceratopetalum apetalum",0.0565854409585002,-0.0536480963724508,0.166818978289451,0.0519797369530011,0.0611911449639993,0.0562426341506574,"Potential 1","Bruxner","Eucalyptus grandis","Ceratopetalum apetalum","N_NSW","N_AUS",NA,NA
"424","Geissois benthamii","Ceratopetalum apetalum",0.228630402898541,-0.0225447449072557,0.479805550704337,0.22239680260361,0.234864003193471,0.128152940455556,"Potential 1","Bruxner","Geissois benthamii","Ceratopetalum apetalum","N_NSW","N_AUS",NA,NA
"432","Litsea australis","Ceratopetalum apetalum",0.111159518205654,-0.138089778927622,0.36040881533893,0.106153748801699,0.11616528760961,0.127170345526409,"Potential 1","Bruxner","Litsea australis","Ceratopetalum apetalum","N_NSW","N_AUS",NA,NA
"442","Lophostemon sp.","Ceratopetalum apetalum",0.00677232641358053,-0.140672166996755,0.154216819823916,0.00299928840486812,0.0105453644222929,0.0752281646873917,"Potential 1","Bruxner","Lophostemon sp.","Ceratopetalum apetalum","N_NSW","N_AUS",NA,NA
"452","Niemeyeria whitei","Ceratopetalum apetalum",-0.0425659281837512,-0.275535426725117,0.190403570357615,-0.0480249246888027,-0.0371069316786997,0.118864173208794,"Potential 1","Bruxner","Niemeyeria whitei","Ceratopetalum apetalum","N_NSW","N_AUS",NA,NA
"461","Schizomeria ovata","Ceratopetalum apetalum",-0.105632580087375,-0.38483543392556,0.17357027375081,-0.110762912004978,-0.100502248169773,0.142453053240009,"Potential 1","Bruxner","Schizomeria ovata","Ceratopetalum apetalum","N_NSW","N_AUS",NA,NA
"471","Syncarpia glomulifera subsp glabra","Ceratopetalum apetalum",0.00471233855469835,-0.230999197791462,0.240423874900858,-9.90637434974545e-05,0.00952374085289415,0.120263197796196,"Potential 1","Bruxner","Syncarpia glomulifera","Ceratopetalum apetalum","N_NSW","N_AUS",NA,NA
"481","Unidentified tree","Ceratopetalum apetalum",-0.131482536858619,-0.26002733854024,-0.00293773517699789,-0.136040053321216,-0.126925020396022,0.065585287635674,"Potential 1","Bruxner","Unidentified tree","Ceratopetalum apetalum","N_NSW","N_AUS",1,"N_NSW"
"532","Eucalyptus grandis","Eucalyptus grandis",0.196300526690691,0.0192223023027513,0.37337875107863,0.185238922268057,0.207362131113324,0.0903476930110501,"Potential 1","Bruxner","Eucalyptus grandis","Eucalyptus grandis","N_NSW","N_AUS",1,"N_NSW"
"542","Geissois benthamii","Eucalyptus grandis",0.123800822408036,-0.103855805492046,0.351457450308118,0.11769684333835,0.129904801477722,0.116153475112711,"Potential 1","Bruxner","Geissois benthamii","Eucalyptus grandis","N_NSW","N_AUS",NA,NA
"551","Litsea australis","Eucalyptus grandis",0.0652902705124052,-0.154862725522671,0.285443266547481,0.0606582779865259,0.0699222630382846,0.112325021159376,"Potential 1","Bruxner","Litsea australis","Eucalyptus grandis","N_NSW","N_AUS",NA,NA
"561","Lophostemon sp.","Eucalyptus grandis",-0.0286128687806196,-0.178244518518492,0.121018780957253,-0.0328283105173181,-0.0243974270439211,0.076344081278099,"Potential 1","Bruxner","Lophostemon sp.","Eucalyptus grandis","N_NSW","N_AUS",NA,NA
"571","Niemeyeria whitei","Eucalyptus grandis",-0.0253501481173361,-0.252966082179076,0.202265785944404,-0.0307705496036487,-0.0199297466310234,0.116132712568775,"Potential 1","Bruxner","Niemeyeria whitei","Eucalyptus grandis","N_NSW","N_AUS",NA,NA
"581","Schizomeria ovata","Eucalyptus grandis",-0.0519242624581229,-0.355257852194151,0.251409327277906,-0.0570212108085264,-0.0468273141077193,0.154764879420584,"Potential 1","Bruxner","Schizomeria ovata","Eucalyptus grandis","N_NSW","N_AUS",NA,NA
"591","Syncarpia glomulifera subsp glabra","Eucalyptus grandis",0.0306067236811416,-0.195903404748299,0.257116852110582,0.025172198773487,0.0360412485887963,0.115568515654432,"Potential 1","Bruxner","Syncarpia glomulifera","Eucalyptus grandis","N_NSW","N_AUS",NA,NA
"60","Unidentified tree","Eucalyptus grandis",-0.00888043478498881,-0.13790824847315,0.120147378903172,-0.013802806778057,-0.00395806279192063,0.0658317268612668,"Potential 1","Bruxner","Unidentified tree","Eucalyptus grandis","N_NSW","N_AUS",NA,NA
"661","Geissois benthamii","Geissois benthamii",-0.128878435748997,-0.920179516812099,0.662422645314105,-0.139949974435065,-0.117806897062929,0.403732460037421,"Potential 1","Bruxner","Geissois benthamii","Geissois benthamii","N_NSW","N_AUS",NA,NA
"671","Litsea australis","Geissois benthamii",-0.49144748617669,-1.06464854296885,0.0817535706154654,-0.500569463931638,-0.482325508421742,0.29245489269879,"Potential 1","Bruxner","Litsea australis","Geissois benthamii","N_NSW","N_AUS",NA,NA
"681","Lophostemon sp.","Geissois benthamii",0.0691509505065473,-0.233127741175014,0.371429642188109,0.0634349241420561,0.0748669768710385,0.154226656237511,"Potential 1","Bruxner","Lophostemon sp.","Geissois benthamii","N_NSW","N_AUS",NA,NA
"691","Niemeyeria whitei","Geissois benthamii",0.230439954314243,-0.218899964936612,0.679779873565099,0.223253601566723,0.237626307061763,0.229259273535224,"Potential 1","Bruxner","Niemeyeria whitei","Geissois benthamii","N_NSW","N_AUS",NA,NA
"70","Schizomeria ovata","Geissois benthamii",0.306433134272469,-0.225354851600371,0.838221120145309,0.297753372684454,0.315112895860483,0.271325386623181,"Potential 1","Bruxner","Schizomeria ovata","Geissois benthamii","N_NSW","N_AUS",NA,NA
"712","Syncarpia glomulifera subsp glabra","Geissois benthamii",-0.230048193992222,-0.989524617167796,0.529428229183352,-0.241792013271762,-0.218304374712681,0.387495091321181,"Potential 1","Bruxner","Syncarpia glomulifera","Geissois benthamii","N_NSW","N_AUS",NA,NA
"722","Unidentified tree","Geissois benthamii",0.00697843858811883,-0.238886942601275,0.252843819777513,0.000977149279964158,0.0129797278962735,0.125443826074739,"Potential 1","Bruxner","Unidentified tree","Geissois benthamii","N_NSW","N_AUS",NA,NA
"791","Litsea australis","Litsea australis",-0.0343142176737734,-0.673201829855296,0.604573394507749,-0.0432025855620583,-0.0254258497854885,0.325969057197472,"Potential 1","Bruxner","Litsea australis","Litsea australis","N_NSW","N_AUS",NA,NA
"80","Lophostemon sp.","Litsea australis",0.000896717007556548,-0.281633406371751,0.283426840386864,-0.00405807666610213,0.00585151068121522,0.144150670934706,"Potential 1","Bruxner","Lophostemon sp.","Litsea australis","N_NSW","N_AUS",NA,NA
"815","Niemeyeria whitei","Litsea australis",0.17570919756233,-0.326171472061074,0.677589867185734,0.169039200692206,0.182379194432454,0.256066271412217,"Potential 1","Bruxner","Niemeyeria whitei","Litsea australis","N_NSW","N_AUS",NA,NA
"821","Schizomeria ovata","Litsea australis",-0.163159878457785,-0.763570055363987,0.437250298448417,-0.170786570745165,-0.155533186170405,0.306337351932056,"Potential 1","Bruxner","Schizomeria ovata","Litsea australis","N_NSW","N_AUS",NA,NA
"831","Syncarpia glomulifera subsp glabra","Litsea australis",-0.344754961526,-1.12974414174638,0.440234218694379,-0.354312975386518,-0.335196947665481,0.40051204328869,"Potential 1","Bruxner","Syncarpia glomulifera","Litsea australis","N_NSW","N_AUS",NA,NA
"841","Unidentified tree","Litsea australis",0.13209871424728,-0.110202381960031,0.374399810454591,0.126087942876442,0.138109485618118,0.123625279912565,"Potential 1","Bruxner","Unidentified tree","Litsea australis","N_NSW","N_AUS",NA,NA
"921","Lophostemon sp.","Lophostemon sp.",0.0262968491217842,-0.305913800169928,0.358507498413496,0.0180708562566484,0.03452284198692,0.169498343802308,"Potential 1","Bruxner","Lophostemon sp.","Lophostemon sp.","N_NSW","N_AUS",NA,NA
"931","Niemeyeria whitei","Lophostemon sp.",0.111634816469334,-0.13477512672023,0.358044759658898,0.107276002582908,0.11599363035576,0.125721668935355,"Potential 1","Bruxner","Niemeyeria whitei","Lophostemon sp.","N_NSW","N_AUS",NA,NA
"941","Schizomeria ovata","Lophostemon sp.",0.192830076070848,-0.166765089825447,0.552425241967142,0.188005110553429,0.197655041588266,0.183470292685343,"Potential 1","Bruxner","Schizomeria ovata","Lophostemon sp.","N_NSW","N_AUS",NA,NA
"951","Syncarpia glomulifera subsp glabra","Lophostemon sp.",0.243132567328247,-0.0586533142076369,0.544918448864131,0.238040328839146,0.248224805817348,0.153975217869477,"Potential 1","Bruxner","Syncarpia glomulifera","Lophostemon sp.","N_NSW","N_AUS",NA,NA
"961","Unidentified tree","Lophostemon sp.",0.0133319557157776,-0.170273941333241,0.196937852764796,0.00814792578029766,0.0185159856512576,0.0936781994451317,"Potential 1","Bruxner","Unidentified tree","Lophostemon sp.","N_NSW","N_AUS",NA,NA
"1051","Niemeyeria whitei","Niemeyeria whitei",0.0479021090447715,-0.522975432319463,0.618779650409006,0.0406872432055942,0.0551169748839489,0.291269403860093,"Potential 1","Bruxner","Niemeyeria whitei","Niemeyeria whitei","N_NSW","N_AUS",NA,NA
"106","Schizomeria ovata","Niemeyeria whitei",0.0220305716576621,-0.535200370865756,0.579261514181081,0.0161306514256659,0.0279304918896582,0.284306725490257,"Potential 1","Bruxner","Schizomeria ovata","Niemeyeria whitei","N_NSW","N_AUS",NA,NA
"107","Syncarpia glomulifera subsp glabra","Niemeyeria whitei",-0.104100712654539,-0.736844683681489,0.528643258372411,-0.113555770225781,-0.0946456550832974,0.322834488805893,"Potential 1","Bruxner","Syncarpia glomulifera","Niemeyeria whitei","N_NSW","N_AUS",NA,NA
"108","Unidentified tree","Niemeyeria whitei",-0.0617181747269813,-0.359537888177491,0.236101538723528,-0.0676011427168068,-0.0558352067371559,0.151951625539894,"Potential 1","Bruxner","Unidentified tree","Niemeyeria whitei","N_NSW","N_AUS",NA,NA
"1181","Schizomeria ovata","Schizomeria ovata",-0.42788134182648,-1.3262137119533,0.470451028300341,-0.437734616255896,-0.418028067397064,0.458341264029723,"Potential 1","Bruxner","Schizomeria ovata","Schizomeria ovata","N_NSW","N_AUS",NA,NA
"1191","Syncarpia glomulifera subsp glabra","Schizomeria ovata",-0.360855224232009,-1.03631407593407,0.314603627470056,-0.369394047945109,-0.35231640051891,0.344628195737268,"Potential 1","Bruxner","Syncarpia glomulifera","Schizomeria ovata","N_NSW","N_AUS",NA,NA
"1201","Unidentified tree","Schizomeria ovata",0.121011085878503,-0.268093152251499,0.510115324008504,0.114331932597055,0.12769023915995,0.198526218440342,"Potential 1","Bruxner","Unidentified tree","Schizomeria ovata","N_NSW","N_AUS",NA,NA
"1313","Syncarpia glomulifera subsp glabra","Syncarpia glomulifera subsp glabra",0.112437616684194,-0.302518686720151,0.527393920088538,0.101643335311518,0.123231898056869,0.211716290032606,"Potential 1","Bruxner","Syncarpia glomulifera","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"1321","Unidentified tree","Syncarpia glomulifera subsp glabra",-0.0378207129447753,-0.276170639959099,0.200529214069548,-0.0435215554329525,-0.0321198704565981,0.121609340219717,"Potential 1","Bruxner","Unidentified tree","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"1441","Unidentified tree","Unidentified tree",-0.13675863474686,-0.40525190607779,0.13173463658407,-0.14904122602922,-0.1244760434645,0.136988880126763,"Potential 1","Bruxner","Unidentified tree","Unidentified tree","N_NSW","N_AUS",NA,NA
"160","Acmena smithii","Acmena smithii",-0.0239936692929373,-0.449300070160032,0.401312731574157,-0.0303749849292417,-0.017612353656633,0.216997049038583,"Potential 1","Osullivans","Acmena smithii","Acmena smithii","N_NSW","N_AUS",NA,NA
"246","Allocasuarina torulosa","Acmena smithii",-0.0415607568506365,-0.520193501678732,0.437071987977459,-0.0471561505283013,-0.0359653631729718,0.244204867336079,"Potential 1","Osullivans","Allocasuarina torulosa","Acmena smithii","N_NSW","N_AUS",NA,NA
"328","Cryptocarya glaucescens","Acmena smithii",0.298692363034359,-0.153174786184717,0.750559512253436,0.292758264105984,0.304626461962735,0.230548700273753,"Potential 1","Osullivans","Cryptocarya glaucescens","Acmena smithii","N_NSW","N_AUS",NA,NA
"425","Cryptocarya microneura","Acmena smithii",0.0576939483432566,-0.267937032578505,0.383324929265018,0.0528539196050793,0.0625339770814339,0.166141308457858,"Potential 1","Osullivans","Cryptocarya microneura","Acmena smithii","N_NSW","N_AUS",NA,NA
"520","Eucalyptus grandis","Acmena smithii",0.117168051549355,-0.107545247431322,0.341881350530032,0.113933390908125,0.120402712190584,0.114651749089875,"Potential 1","Osullivans","Eucalyptus grandis","Acmena smithii","N_NSW","N_AUS",NA,NA
"624","Syncarpia glomulifera subsp glomulifera","Acmena smithii",-0.418017494277357,-0.830106834952692,-0.0059281536020232,-0.425073245412855,-0.41096174314186,0.210253527067764,"Potential 1","Osullivans","Syncarpia glomulifera","Acmena smithii","N_NSW","N_AUS",1,"N_NSW"
"713","Unidentified tree","Acmena smithii",0.218217412311321,-0.0623885776410118,0.498823402263654,0.213693445943381,0.222741378679261,0.143168952167345,"Potential 1","Osullivans","Unidentified tree","Acmena smithii","N_NSW","N_AUS",NA,NA
"919","Allocasuarina torulosa","Allocasuarina torulosa",-0.0826012145904128,-0.502588268423013,0.337385839242187,-0.0921087322909623,-0.0730936968898633,0.214283046599532,"Potential 1","Osullivans","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1010","Cryptocarya glaucescens","Allocasuarina torulosa",0.0547581318104981,-0.356040271454443,0.465556535075439,0.049310099987897,0.0602061636330991,0.209594873428934,"Potential 1","Osullivans","Cryptocarya glaucescens","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1116","Cryptocarya microneura","Allocasuarina torulosa",-0.156945370525931,-0.366864432687752,0.0529736916358892,-0.160593921393823,-0.15329681965804,0.107103530379964,"Potential 1","Osullivans","Cryptocarya microneura","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1214","Eucalyptus grandis","Allocasuarina torulosa",0.00558434644070161,-0.162133609157143,0.173302302038546,0.00234120423915288,0.00882748864225034,0.085571957913912,"Potential 1","Osullivans","Eucalyptus grandis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1314","Syncarpia glomulifera subsp glomulifera","Allocasuarina torulosa",-0.252091882087943,-0.524578758634361,0.0203949944584746,-0.257862442448286,-0.2463213217276,0.139026471249349,"Potential 1","Osullivans","Syncarpia glomulifera","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1411","Unidentified tree","Allocasuarina torulosa",0.1066102006651,-0.0907656065909517,0.303986007921152,0.102676082877426,0.110544318452775,0.100703792933404,"Potential 1","Osullivans","Unidentified tree","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"176","Cryptocarya glaucescens","Cryptocarya glaucescens",-0.160509003920263,-0.685772694161331,0.364754686320805,-0.16825782185457,-0.152760185985957,0.267996603194896,"Potential 1","Osullivans","Cryptocarya glaucescens","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"186","Cryptocarya microneura","Cryptocarya glaucescens",0.065224376919066,-0.189333513154616,0.319782266992748,0.0604243530503093,0.0700244007878227,0.129878861081939,"Potential 1","Osullivans","Cryptocarya microneura","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"195","Eucalyptus grandis","Cryptocarya glaucescens",-0.0485868450718551,-0.239300771130301,0.142127080986591,-0.0523497765333512,-0.0448239136103589,0.0973048114979527,"Potential 1","Osullivans","Eucalyptus grandis","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"204","Syncarpia glomulifera subsp glomulifera","Cryptocarya glaucescens",0.204808008684276,-0.140684571739123,0.550300589107675,0.198965632986731,0.210650384381821,0.176274963799642,"Potential 1","Osullivans","Syncarpia glomulifera","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"2112","Unidentified tree","Cryptocarya glaucescens",-0.220894412259266,-0.462786774234685,0.0209979497161523,-0.22471971864778,-0.217069105870753,0.123416738207148,"Potential 1","Osullivans","Unidentified tree","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"255","Cryptocarya microneura","Cryptocarya microneura",0.134352469684657,-0.0943605563765254,0.363065495745839,0.126645236128732,0.142059703240581,0.116692463670374,"Potential 1","Osullivans","Cryptocarya microneura","Cryptocarya microneura","N_NSW","N_AUS",NA,NA
"262","Eucalyptus grandis","Cryptocarya microneura",-0.0298490538112985,-0.169691223845992,0.109993116223395,-0.0332161763283208,-0.0264819312942762,0.0713493569972461,"Potential 1","Osullivans","Eucalyptus grandis","Cryptocarya microneura","N_NSW","N_AUS",NA,NA
"273","Syncarpia glomulifera subsp glomulifera","Cryptocarya microneura",-0.107107248981771,-0.3014567018949,0.0872422039313586,-0.111323197328178,-0.102891300635363,0.0991597062222229,"Potential 1","Osullivans","Syncarpia glomulifera","Cryptocarya microneura","N_NSW","N_AUS",NA,NA
"282","Unidentified tree","Cryptocarya microneura",0.0440686274536703,-0.109452693508373,0.197589948415714,0.0399616965339286,0.0481755583734121,0.0783286438796835,"Potential 1","Osullivans","Unidentified tree","Cryptocarya microneura","N_NSW","N_AUS",NA,NA
"333","Eucalyptus grandis","Eucalyptus grandis",-0.443602703453381,-0.802709027601391,-0.0844963793053705,-0.456807707186202,-0.430397699720559,0.183220879047062,"Potential 1","Osullivans","Eucalyptus grandis","Eucalyptus grandis","N_NSW","N_AUS",1,"N_NSW"
"343","Syncarpia glomulifera subsp glomulifera","Eucalyptus grandis",0.272588050132932,0.0443012299985781,0.500874870267285,0.266575953957547,0.278600146308317,0.116475007671085,"Potential 1","Osullivans","Syncarpia glomulifera","Eucalyptus grandis","N_NSW","N_AUS",1,"N_NSW"
"353","Unidentified tree","Eucalyptus grandis",-0.336597526922417,-0.493900521759701,-0.179294532085133,-0.341468753371121,-0.331726300473713,0.0802581047805317,"Potential 1","Osullivans","Unidentified tree","Eucalyptus grandis","N_NSW","N_AUS",1,"N_NSW"
"4112","Syncarpia glomulifera subsp glomulifera","Syncarpia glomulifera subsp glomulifera",-0.0715924928280006,-0.398593648579043,0.255408662923042,-0.0822787367148911,-0.0609062489411101,0.166840390094097,"Potential 1","Osullivans","Syncarpia glomulifera","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"426","Unidentified tree","Syncarpia glomulifera subsp glomulifera",0.493350635687083,0.157416563975912,0.829284707398254,0.484799164160433,0.501902107213732,0.171398084026531,"Potential 1","Osullivans","Unidentified tree","Syncarpia glomulifera","N_NSW","N_AUS",1,"N_NSW"
"491","Unidentified tree","Unidentified tree",-0.368808162481123,-0.750846580765638,0.0132302558033907,-0.384384357323494,-0.353231967638753,0.194921142070969,"Potential 1","Osullivans","Unidentified tree","Unidentified tree","N_NSW","N_AUS",NA,NA
